c1_frase,concepto_r_1,df_1,c1_1,c2_1,c3_1,criterio_1,c1,c2_frase,concepto_r_2,df_2,c1_2,c2_2,c3_2,criterio_2,c2,c3_frase,concepto_r_3,df_3,c1_3,c2_3,c3_3,criterio_3,c3,c4_frase,concepto_r_4,df_4,c1_4,c2_4,c3_4,criterio_4,c4,c5_frase,concepto_r_5,df_5,c1_5,c2_5,c3_5,criterio_5,c5,c6_frase,concepto_r_6,df_6,c1_6,c2_6,c3_6,criterio_6,c6,c7_frase,concepto_r_7,df_7,c1_7,c2_7,c3_7,criterio_7,c7,c8_frase,concepto_r_8,df_8,c1_8,c2_8,c3_8,criterio_8,c8,c9_frase,concepto_r_9,df_9,c1_9,c2_9,c3_9,criterio_9,c9,c10_frase,concepto_r_10,df_10,c1_10,c2_10,c3_10,criterio_10,c10,c11_frase,concepto_r_11,df_11,c1_11,c2_11,c3_11,criterio_11,c11,c12_frase,concepto_r_12,df_12,c1_12,c2_12,c3_12,criterio_12,c12,c13_frase,concepto_r_13,df_13,c1_13,c2_13,c3_13,criterio_13,c13,c14_frase,concepto_r_14,df_14,c1_14,c2_14,c3_14,criterio_14,c14,c15_frase,concepto_r_15,df_15,c1_15,c2_15,c3_15,criterio_15,c15,c16_frase,concepto_r_16,df_16,c1_16,c2_16,c3_16,criterio_16,c16,c17_frase,concepto_r_17,df_17,c1_17,c2_17,c3_17,criterio_17,c17,c18_frase,concepto_r_18,df_18,c1_18,c2_18,c3_18,criterio_18,c18
cabello de zacate,0,zacate,desordenado,0,0,metafora,3,nubes de leche,nubes,0,blanco,gris,transparente,metafora,3,piel de papel,0,0,delgada,suave,0,metafora,3,dientes de perlas,0,perla,blanco,0,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,oro,mucho carino,0,0,metafora,3,mi dulce hermana,0,dulce,linda,0,0,metafora,3,mirada ardiente,0,ardiente,calida,0,0,metafora,3,corazones frios,0,0,sin emociones,no compasion,0,metafora,3,sonrisa de hielo,0,hielo,fingido,0,0,metafora,3,0,0,amargo,triste,0,0,metafora,3,0,0,0,dudosa,0,0,metafora,3,la noche quedo atras,0,quedo,pasa,0,0,metafora,3,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,0,lento,eterno,aburrido,0,convencional,1,vendran tiempos mejores,0,vendran,mejor,oportunidad,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,segundos,pasan,rapido,convencional,2
cabello de zacate,cabello,0,crespo,0,0,metafora,3,nubes de leche,nubes,0,bombon,0,0,metafora,3,piel de papel,0,0,suave,fragil,0,metafora,3,dientes de perlas,0,perla,blanco,0,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,0,delicado,0,0,metafora,3,mi dulce hermana,0,dulce,buena,0,0,metafora,3,mirada ardiente,0,ardiente,atractiva,0,0,metafora,3,corazones frios,0,0,pequeno,0,0,metafora,3,sonrisa de hielo,sonrrisa,0,falsa,0,0,metafora,3,0,0,amargo,amarillo,cansado,0,metafora,3,0,0,0,timido,0,0,metafora,3,la noche quedo atras,0,quedo,metio,0,0,metafora,3,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,0,lento,lento,0,0,convencional,1,vendran tiempos mejores,0,vendran,mejor,0,0,convencional,2,la navidad llego,0,llego,0,0,0,convencional,2,los segundos vuelan,0,0,pasan,rapido,segundos,convencional,2
cabello de zacate,cabello,0,descuidado,0,0,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,0,piel,delicada,0,metafora,3,dientes de perlas,0,perla,blanco,0,0,metafora,3,piel de seda,0,seda,suave,fina,tela,metafora,3,flores de oro,0,0,lindo,hermoso,0,metafora,3,mi dulce hermana,0,dulce,linda,0,0,metafora,3,mirada ardiente,0,ardiente,provocadora,fuego,0,metafora,3,corazones frios,0,0,sin sentimiento,0,0,metafora,3,0,sonrrisa,0,estable,0,0,metafora,3,0,0,amargo,trsite,0,0,metafora,3,0,0,0,forzada,0,0,metafora,3,la noche quedo atras,0,quedo,desaparecio,0,0,metafora,3,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,0,lento,productivo,provecho,lento,convencional,1,vendran tiempos mejores,0,vendran,mejor,despues,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,tiempo,pasa,rapido,convencional,2
cabello de zacate,0,zacate,raro,0,0,metafora,3,nubes de leche,nubes,0,esponjoso,suave,0,metafora,3,piel de papel,0,0,sensible,0,0,metafora,3,dientes de perlas,0,perla,limpio,bonito,reluciente,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,0,flor,brillo,hermoso,metafora,3,mi dulce hermana,0,dulce,buena persona,0,0,metafora,3,mirada ardiente,0,ardiente,pervertida,0,0,metafora,3,corazones frios,0,0,frio,0,0,metafora,3,0,sonrrisa,0,fria,triste,0,metafora,3,0,0,amargo,distinto color,0,0,metafora,3,0,0,0,mala,0,0,metafora,3,la noche quedo atras,0,quedo,olvido,0,0,metafora,3,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,0,lento,lento,olvidar,0,convencional,1,vendran tiempos mejores,0,vendran,oportunidades,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,pasa,rapido,0,convencional,2
cabello de zacate,0,zacate,zacate,0,0,metafora,3,nubes de leche,nubes,0,algodon,esponjoso,blanco,metafora,3,piel de papel,0,0,suave,0,0,metafora,3,dientes de perlas,0,perla,brillante,blanco,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,0,flor,oro,0,metafora,3,mi dulce hermana,0,dulce,ve el lado positivo,0,0,metafora,3,mirada ardiente,0,ardiente,ardiente,0,0,metafora,3,corazones frios,0,0,sin sentimiento,0,0,metafora,3,0,sonrrisa,0,fria,distante,0,metafora,3,0,ojos,0,ventanas del alma,0,0,metafora,3,0,0,0,forzada,0,0,metafora,3,la noche quedo atras,0,quedo,no recordar,0,0,metafora,3,el verano viene,0,viene,0,0,0,convencional,1,el ano va muy lento,0,lento,tiempo,lento,0,convencional,1,vendran tiempos mejores,0,vendran,mejorara,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,segundos,0,piernes nocion,0,0,convencional,2
cabello de zacate,cabello,0,enredado,maltratado,0,metafora,3,nubes de leche,nubes,0,esponjoso,0,0,metafora,3,piel de papel,0,0,delagada,delicada,0,metafora,3,dientes de perlas,0,perla,blanco,hermosos,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,0,flor,hermoso,0,metafora,3,mi dulce hermana,0,dulce,agradable,0,0,metafora,3,mirada ardiente,0,ardiente,bonita,encantadora,0,metafora,3,corazones frios,0,0,sin sentimiento,0,0,metafora,3,0,sonrrisa,0,0,0,0,metafora,3,0,0,amargo,sin ganas,sin autoestima,sin moral,metafora,3,0,0,0,caliente,fria,0,metafora,3,la noche quedo atras,0,quedo,pasado,0,0,metafora,3,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,0,0,lento,0,0,convencional,1,vendran tiempos mejores,0,vendran,oportunidades,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,vuelan,rapido,0,0,convencional,2
cabello de zacate,cabello,0,suave,0,0,metafora,3,nubes de leche,nubes,0,esponjoso,0,0,metafora,3,piel de papel,0,0,delicada,0,0,metafora,3,dientes de perlas,0,perla,blanco,brillantes,0,metafora,3,piel de seda,0,seda,suave,delicada,0,metafora,3,flores de oro,0,0,hermoso,oro,0,metafora,3,mi dulce hermana,0,dulce,amable,0,0,metafora,3,mirada ardiente,mirada,0,fija,linda,0,metafora,3,corazones frios,0,0,sin sentimiento,0,0,metafora,3,0,sonrrisa,0,blanca,bonita,0,metafora,3,0,0,amargo,enojo,0,0,metafora,3,0,0,0,amigable,0,0,metafora,3,la noche quedo atras,0,quedo,dia,0,0,convencional,2,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,ano,0,gobierno,impuesto,0,convencional,1,vendran tiempos mejores,0,vendran,futuro,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,vuelan,rapido,0,0,convencional,2
cabello de zacate,cabello,0,rubio,0,0,metafora,3,nubes de leche,nubes,0,esponjoso,0,0,metafora,3,piel de papel,0,0,lisa,blanca,0,metafora,3,dientes de perlas,0,perla,blanco,0,0,metafora,3,piel de seda,0,seda,suave,sedosa,0,metafora,3,flores de oro,0,0,bonito,brillo,0,metafora,3,mi dulce hermana,0,dulce,carinosa,0,0,metafora,3,mirada ardiente,0,ardiente,caliente,0,0,metafora,3,corazones frios,0,0,poco sentimiento,0,0,metafora,3,0,sonrrisa,0,0,0,0,metafora,3,0,0,amargo,enojo,0,0,metafora,3,0,0,0,sutil,0,0,metafora,3,la noche quedo atras,0,quedo,0,0,0,convencional,2,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,0,lento,tarde,0,0,convencional,1,vendran tiempos mejores,0,0,suerte,esfuerzo,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,vuelan,rapido,0,0,convencional,2
cabello de zacate,cabello,0,chino,lacio,0,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,0,lisa,0,0,metafora,3,dientes de perlas,0,perla,blanco,0,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,0,lindo,0,0,metafora,3,mi dulce hermana,0,dulce,amable,tierna,0,metafora,3,mirada ardiente,0,ardiente,mirada pesada,0,0,metafora,3,corazones frios,0,0,no sentir,malo,0,metafora,3,0,sonrrisa,0,0,0,0,metafora,3,0,0,amargo,amargo,aburrimiento,molestia,metafora,3,0,0,0,sonrisa,bonita,amable,metafora,3,la noche quedo atras,noche,0,0,0,0,convencional,2,el verano viene,0,viene,0,0,0,convencional,1,el ano va muy lento,ano,0,largo,0,0,convencional,1,vendran tiempos mejores,0,vendran,dificiles,terminar,olvidar,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,vuelan,rapido,0,0,convencional,2
cabello de zacate,cabello,0,largo,esponjado,maltratado,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,0,suave,lisa,0,metafora,3,dientes de perlas,0,perla,blanco,0,0,metafora,3,piel de seda,0,seda,lisa,0,0,metafora,3,flores de oro,0,0,valioso,0,0,metafora,3,mi dulce hermana,0,dulce,amable,buena,tolerante,metafora,3,mirada ardiente,0,ardiente,profunda,0,0,metafora,3,corazones frios,0,0,sin sentimiento,0,0,metafora,3,0,sonrrisa,0,seca,0,0,metafora,3,0,0,amargo,no alegria,0,0,metafora,3,0,0,0,grande,alegre,0,metafora,3,la noche quedo atras,0,quedo,0,0,0,convencional,2,el verano viene,0,viene,0,0,0,convencional,1,el ano va muy lento,0,lento,cambio climatico,0,0,convencional,1,vendran tiempos mejores,0,0,ocasion,mejor,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,vuelan,rapido,0,0,convencional,2
cabello de zacate,cabello,0,suave,0,0,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,0,delicada,0,0,metafora,3,dientes de perlas,0,perla,bonito,0,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,0,hermoso,0,0,metafora,3,mi dulce hermana,0,dulce,chida,0,0,metafora,3,mirada ardiente,0,ardiente,fija,0,0,metafora,3,corazones frios,0,0,sin sentimiento,0,0,metafora,3,0,sonrrisa,0,0,0,0,metafora,3,0,0,amargo,enojo,0,0,metafora,3,0,0,0,no misma sonrisa,0,0,metafora,3,la noche quedo atras,0,quedo,termino,0,0,convencional,2,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,ano,0,pasar,fin,0,convencional,1,vendran tiempos mejores,0,vendran,mejor,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,vuelan,rapido,0,0,convencional,2
cabello de zacate,cabello,0,enredado,maltratado,0,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,0,piel,fragil,0,metafora,3,dientes de perlas,0,perla,limpio,0,0,metafora,3,piel de seda,0,seda,seda,0,0,metafora,3,flores de oro,0,0,hermoso,0,0,metafora,3,mi dulce hermana,0,dulce,buena,carinosa,0,metafora,3,mirada ardiente,0,ardiente,enojada,0,0,metafora,3,corazones frios,0,0,sin sentir,0,0,metafora,3,0,sonrrisa,0,0,0,0,metafora,3,0,ojos,0,color,0,0,metafora,3,0,0,0,timido,0,0,metafora,3,la noche quedo atras,0,quedo,0,0,0,convencional,2,el verano viene,0,viene,0,0,0,convencional,1,el ano va muy lento,0,lento,transcurso,largo,0,convencional,1,vendran tiempos mejores,0,vendran,mejor,futuro,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,vuelan,rapido,0,0,convencional,2
cabello de zacate,cabello,0,rasposo,quebradizo,0,metafora,3,nubes de leche,0,leche,esponojoso,algodon,0,metafora,3,piel de papel,0,0,suave,0,0,metafora,3,dientes de perlas,0,perla,brillante,0,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,0,brillo,0,0,metafora,3,mi dulce hermana,0,dulce,bonita,considerada,0,metafora,3,mirada ardiente,0,ardiente,ardiente,0,0,metafora,3,corazones frios,0,0,in sentimientos,no feliz,0,metafora,3,0,sonrrisa,0,blanca,0,0,metafora,3,0,0,amargo,rasgado,feo,0,metafora,3,0,0,0,sonrisa,linda,0,metafora,3,la noche quedo atras,0,quedo,0,0,0,convencional,2,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,ano,0,muchos dias,0,0,convencional,1,vendran tiempos mejores,0,vendran,olvidar,sigue,camino,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,vuelan,rapido,0,0,convencional,2
cabello de zacate,cabello,0,feo,enredado,0,metafora,3,nubes de leche,nubes,0,blanco,negro,0,metafora,3,piel de papel,0,0,fragil,0,0,metafora,3,dientes de perlas,0,perla,brillante,0,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,0,bonito,delicado,0,metafora,3,mi dulce hermana,0,dulce,tierna,0,0,metafora,3,mirada ardiente,0,ardiente,ardiente,0,0,metafora,3,corazones frios,0,frios,sin sentimientos,0,0,metafora,3,0,sonrrisa,0,0,0,0,metafora,3,0,0,amargo,aburrido,0,0,metafora,3,0,0,0,fingida,0,0,metafora,3,la noche quedo atras,0,quedo,0,0,0,convencional,2,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,ano,0,nada,0,0,convencional,1,vendran tiempos mejores,0,vendran,momentos,buenos,despues,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,vuelan,rapido,0,0,convencional,2
cabello de zacate,cabello,0,mal cuidado,0,0,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,papel,fragil,0,0,metafora,3,dientes de perlas,0,perla,brillante,hermosos,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,0,hermoso,0,0,metafora,3,mi dulce hermana,0,dulce,amigable,feliz,0,metafora,3,mirada ardiente,0,ardiente,enojada,apasionada,0,metafora,3,corazones frios,0,frios,sin sentimientos,0,0,metafora,3,0,sonrrisa,0,0,0,0,metafora,3,0,0,amargo,negativo,ver,mal,metafora,3,0,0,0,fingida,0,0,metafora,3,la noche quedo atras,0,0,0,0,0,incierto,2,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,0,lento,lento,0,0,convencional,1,vendran tiempos mejores,0,vendran,olvidar,atras,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,vuelan,rapido,0,0,convencional,2
cabello de zacate,cabello,0,enredado,0,0,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,papel,seca,0,0,metafora,3,dientes de perlas,0,perla,elegantes,0,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,0,brilla,0,0,metafora,3,mi dulce hermana,hermana,0,buena,0,0,metafora,3,mirada ardiente,0,ardiente,mirada rojo,0,0,metafora,3,corazones frios,0,frios,sin sentimientos,0,0,metafora,3,0,sonrrisa,0,falsa,0,0,metafora,3,0,0,amargo,desagrado,frialdad,furia,metafora,3,0,0,0,timido,0,0,metafora,3,la noche quedo atras,0,quedo,0,0,0,convencional,2,el verano viene,0,viene,0,0,0,literal,1,el ano va muy lento,0,lento,tardado,lento,tiempo,convencional,1,vendran tiempos mejores,0,vendran,mejor,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,vuelan,rapido,0,0,convencional,2
cabello de zacate,0,zacate,feo,rugose,0,metafora,3,nubes de leche,nubes,0,blancas,0,0,metafora,3,piel de papel,0,papel,arrugada,0,0,metafora,3,dientes de perlas,dientes,0,brillantes,0,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,0,hermoso,0,0,metafora,3,mi dulce hermana,hermana,0,tierna,carinosa,gentil,metafora,3,mirada ardiente,0,ardiente,enojada,0,0,metafora,3,corazones frios,0,frios,sin sentimientos,0,0,metafora,3,0,sonrrisa,0,bonita,sinsera,0,metafora,3,0,0,amargo,triste,0,0,metafora,3,0,0,0,calida,bonita,0,metafora,3,la noche quedo atras,0,quedo,0,0,0,convencional,2,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,0,lento,largo,0,0,convencional,1,vendran tiempos mejores,tiempo,0,momento,dificil,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,vuelan,rapido,0,0,convencional,2
cabello de zacate,cabello,0,delgado,fino,0,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,papel,fragil,0,0,metafora,3,dientes de perlas,dientes,0,blancos,cuidados,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,0,no se olvidan,0,0,metafora,3,mi dulce hermana,0,dulce,0,0,0,metafora,3,mirada ardiente,0,ardiente,fija,odio,enojo,metafora,3,corazones frios,0,frios,sin sentimientos,0,0,metafora,3,0,sonrrisa,0,grande,0,0,metafora,3,0,0,amargo,no ver a nadie,0,0,metafora,3,0,0,0,confianza,0,0,metafora,3,la noche quedo atras,noche,0,0,0,0,convencional,2,el verano viene,0,viene,0,0,0,convencional,1,el ano va muy lento,ano,0,eterno,0,0,convencional,1,vendran tiempos mejores,0,vendran,bien,0,0,convencional,2,la navidad llego,0,llego,0,0,0,convencional,2,los segundos vuelan,0,vuelan,rapido,0,0,convencional,2
cabello de zacate,0,zacate,grueso,0,0,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,papel,fragil,0,0,metafora,3,dientes de perlas,dientes,0,blancos,brillantes,0,metafora,3,piel de seda,piel,0,suave,rocosa,0,metafora,3,flores de oro,0,oro,color,0,0,metafora,3,mi dulce hermana,hermana,0,hermosa,tierna,carinosa,metafora,3,mirada ardiente,0,ardiente,enojada,0,0,metafora,3,corazones frios,0,frios,caracter fuerte,0,0,metafora,3,0,sonrrisa,0,0,0,0,metafora,3,0,0,amargo,amargado,0,0,metafora,3,0,0,0,caliente,0,0,metafora,3,la noche quedo atras,0,quedo,0,0,0,convencional,2,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,0,lento,lento,0,0,convencional,1,vendran tiempos mejores,0,vendran,momento,deseas,feliz,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,vuelan,rapido,0,0,convencional,2
cabello de zacate,cabello,0,delgado,0,0,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,0,papel,delicada,0,0,metafora,3,dientes de perlas,dientes,0,blancos,gramdes,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,oro,girasol,0,0,metafora,3,mi dulce hermana,hermana,0,amable,0,0,metafora,3,mirada ardiente,0,ardiente,linda,0,0,metafora,3,corazones frios,0,frios,sin sentimientos,0,0,metafora,3,0,sonrrisa,0,fria,0,0,metafora,3,0,0,amargo,no emocion,obscuros,0,metafora,3,0,0,tibia,enamora,0,0,metafora,3,la noche quedo atras,0,quedo,ya paso,0,0,convencional,2,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,0,0,cancion,0,0,convencional,1,vendran tiempos mejores,0,vendran,mejor,gente,0,convencional,2,la navidad llego,0,llego,0,0,0,convencional,2,los segundos vuelan,0,vuelan,rapido,0,0,convencional,2
cabello de zacate,cabello,0,liso,0,0,metafora,3,nubes de leche,nubes,0,blanco,0,0,metafora,3,piel de papel,piel,0,sensible,0,0,metafora,3,dientes de perlas,dientes,0,pequenos,blancos,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,oro,hermoso,valioso,0,metafora,3,mi dulce hermana,hermana,0,buena,tierna,0,metafora,3,mirada ardiente,0,ardiente,sexy,0,0,metafora,3,corazones frios,0,frios,no expresa sentimientos,0,0,metafora,3,0,sonrrisa,0,eterno,0,0,metafora,3,0,0,amargo,aburrido,0,0,metafora,3,0,0,tibia,fingida,0,0,metafora,3,la noche quedo atras,0,quedo,ya paso,0,0,convencional,2,el verano viene,0,0,0,0,0,desvinculado,1,el ano va muy lento,0,lento,tardar,0,0,convencional,1,vendran tiempos mejores,0,vendran,futuro,mejor,0,convencional,2,la navidad llego,0,llego,0,0,0,convencional,2,los segundos vuelan,0,vuelan,rapido,0,0,convencional,2
cabello de zacate,0,zacate,amarillo,feo,enredado,metafora,3,nubes de leche,nubes,0,esponjoso,grande,0,metafora,3,piel de papel,0,papel,arrugada,0,0,metafora,3,dientes de perlas,dientes,0,blancos,lisos,0,metafora,3,piel de seda,0,seda,suave,comoda,linda,metafora,3,flores de oro,0,oro,valioso,0,0,metafora,3,mi dulce hermana,hermana,0,tierna,inocente,carinosa,metafora,3,mirada ardiente,0,ardiente,perforante,0,0,metafora,3,corazones frios,0,frio,sin sentimiento,0,0,metafora,3,0,sonrrisa,0,bonita,0,0,metafora,3,0,0,amargo,infeliz,0,0,metafora,3,0,0,tibia,delicada,0,0,metafora,3,la noche quedo atras,0,quedo,ya paso,0,0,convencional,2,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,0,lento,dias,semanas,meses,convencional,1,vendran tiempos mejores,0,vendran,mejorar,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,vuelan,rapido,0,0,convencional,2
cabello de zacate,0,zacate,bonito,seco,maltratado,metafora,3,nubes de leche,nubes,0,blanco,esponjoso,0,metafora,3,piel de papel,0,papel,fragil,arrugada,0,metafora,3,dientes de perlas,dientes,0,blancos,0,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,oro,dorado,amarillo,0,metafora,3,mi dulce hermana,hermana,0,tierna,inocente,carinosa,metafora,3,mirada ardiente,0,ardiente,pervertido,0,0,metafora,3,corazones frios,0,frio,no siente,0,0,metafora,3,0,sonrrisa,0,0,0,0,metafora,3,0,0,amargo,triste,nana le gusta,0,metafora,3,0,sonrisa,0,grande,0,0,metafora,3,la noche quedo atras,0,quedo,ya paso,0,0,convencional,2,el verano viene,verano,0,0,0,0,convencional,1,el ano va muy lento,0,lento,horas,lento,0,convencional,1,vendran tiempos mejores,0,vendran,laboral,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,0,0,0,0,0,NS,1
cabello de zacate,0,zacate,amarillo,0,0,metafora,3,nubes de leche,0,leche,blanco,esponjoso,0,metafora,3,piel de papel,0,papel,delicada,0,0,metafora,3,dientes de perlas,dientes,0,bonitos,0,0,metafora,3,piel de seda,0,seda,delicada,0,0,metafora,3,flores de oro,flor,0,especial,0,0,metafora,3,mi dulce hermana,0,dulce,linda,0,0,metafora,3,mirada ardiente,0,ardiente,enojada,0,0,metafora,3,corazones frios,0,frio,caracter,0,0,metafora,3,0,sonrrisa,0,hermosa,0,0,metafora,3,0,0,amargo,triste,0,0,metafora,3,0,0,tibia,ligera,0,0,metafora,3,la noche quedo atras,0,quedo,ya paso,0,0,convencional,2,el verano viene,0,viene,comenzar,0,0,convencional,1,el ano va muy lento,0,lento,0,0,0,convencional,1,vendran tiempos mejores,0,vendran,tragedia,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,segundos,0,ganar,segundo,0,desvinculado,1
cabello de zacate,cabello,0,seco,maltratado,enredado,metafora,3,nubes de leche,0,leche,blanco,0,0,metafora,3,piel de papel,0,papel,suave,arrugada,0,metafora,3,dientes de perlas,dientes,0,blancos,limpios,0,metafora,3,piel de seda,0,seda,suave,0,0,metafora,3,flores de oro,0,oro,amarillo,brillante,0,metafora,3,mi dulce hermana,hermana,0,buena,tierna,0,metafora,3,mirada ardiente,0,ardiente,seductora,intimidar,0,metafora,3,corazones frios,0,frio,insensible,0,0,metafora,3,0,sonrrisa,0,fria,dura,0,metafora,3,0,0,amargo,feo,0,0,metafora,3,0,0,tibia,timida,0,0,metafora,3,la noche quedo atras,0,quedo,atras,0,0,convencional,2,el verano viene,verano,0,ya va a ser,verano,0,convencional,1,el ano va muy lento,0,lento,no rapido,0,0,convencional,1,vendran tiempos mejores,0,0,0,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,segundos,0,confusion,alas,rapido,desvinculado,1
cabello de zacate,cabello,0,liso,0,0,metafora,3,nubes de leche,0,leche,blanco,0,0,metafora,3,piel de papel,0,papel,delicada,fragil,0,metafora,3,dientes de perlas,0,perla,joyas,0,0,metafora,3,piel de seda,0,seda,suave,delicada,lisa,metafora,3,flores de oro,0,oro,amarillo,brillante,0,metafora,3,mi dulce hermana,hermana,0,amalbe,0,0,metafora,3,mirada ardiente,0,ardiente,provocativa,0,0,metafora,3,corazones frios,0,frio,sin emociones,0,0,metafora,3,0,sonrrisa,0,fria,no demuestra sentimientos,0,metafora,3,0,ojos,0,obscuro,0,0,metafora,3,0,0,tibia,bonita,amable,0,metafora,3,la noche quedo atras,0,quedo,rapido,0,0,convencional,2,el verano viene,0,viene,avcina,0,0,convencional,1,el ano va muy lento,0,lento,0,0,0,convencional,1,vendran tiempos mejores,tiempo,0,felicidad,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,segundos,0,tiempo,rapido,0,convenciona,1
cabello de zacate,0,zacate,grueso,0,0,metafora,3,nubes de leche,0,leche,blanco,0,0,metafora,3,piel de papel,0,papel,palida,0,0,metafora,3,dientes de perlas,dientes,0,bonitos,brillan,0,metafora,3,piel de seda,0,seda,suave,terza,0,metafora,3,flores de oro,0,oro,bonito,color,0,metafora,3,mi dulce hermana,hermana,0,hermosa,bonita,0,metafora,3,mirada ardiente,0,ardiente,enojada,0,0,metafora,3,corazones frios,0,frios,frios,0,0,tautologico,1,0,sonrrisa,0,fria,sensilla,0,metafora,3,0,0,amargo,decepcion,0,0,metafora,3,0,0,tibia,no feliz,0,0,metafora,3,la noche quedo atras,0,quedo,0,0,0,convencional,2,el verano viene,0,viene,acerca,0,0,convencional,1,el ano va muy lento,ano,0,0,0,0,convencional,1,vendran tiempos mejores,0,vendran,mejor,0,0,convencional,2,la navidad llego,navidad,0,0,0,0,convencional,2,los segundos vuelan,segundos,0,aprovechar,tiempo,0,convenciona,1
