,que mi hermanito grita mucho,limpio,similarity,wmdistances,n_similarities,distance,1
481,13fg,['13fg'],False,False,False,False,0
482,es griton,['gritón'],0.25820884,0.04433506860914729,0.357207,0.7952935248613358,3
483,que su hermanito es gordo y grita mucho,"['hermanito', 'gordo', 'grita']",0.7135712,0.016301728696014664,0.7505286,0.9521186190346876,3
484,se refiere a que el hermanito siempre grita,"['refiere', 'hermanito', 'grita']",0.82484305,0.0163094442134395,0.8365584,0.8612635160485903,3
485,por que su hermano solo grita,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
486,que su hermano chico grita mucho o habla mucho,"['hermano', 'chico', 'grita']",0.494516,0.03141357350761681,0.5418121,0.9411976598203182,3
487,"que grita, o llora mucho por eso es una pelota de gritos","['grita', 'llora', 'pelota', 'gritos']",0.51926345,0.03241375817381841,0.65907854,0.8734749592840672,3
488,que su hermano no se para de quejar a cada rato anda gritando,"['hermano', 'quejar', 'rato', 'anda', 'gritando']",0.28319436,0.045456344657860734,0.54569757,0.895836590975523,3
489,que es un nino que grita mucho,"['niño', 'grita']",0.71401846,0.032746557118998196,0.67964834,0.8687215596437454,3
490,por que el grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
491,que su hermano puede gritar por que tiene una pelotas de pelos,"['hermano', 'gritar', 'pelotas', 'pelos']",0.332194,0.04501933907450507,0.5550229,0.837535229511559,2
492,grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
493,que es lloron,['llorón'],0.2407535,0.044208082906741296,0.22761625,0.9281101450324059,3
494,que tiene muchos sentimientos,['sentimientos'],False,False,False,False,2
495,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
496,que tu hermano grita mucho y me desespera creo que eso dice la frase de pelota de gritos supongo,"['hermano', 'grita', 'desespera', 'frase', 'pelota', 'gritos', 'supongo']",0.36972463,0.03860235304200816,0.6104361,0.9089148848184517,3
497,que el siempre grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
498,por que los hermanitos son muy molestones,"['hermanitos', 'molestones']",False,False,False,False,2
499,de que el hermano nada mas se la pasa gritando y eso molesta,"['hermano', 'pasa', 'gritando', 'molesta']",0.3440058,0.0441129380881787,0.609516,0.8212602930143476,3
500,que su hermano grita todo el tiempo,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
501,porque grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
502,que es un griton,['gritón'],0.25820884,0.04433506860914729,0.357207,0.7952935248613358,3
503,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
504,por que esta gordo y gita,"['gordo', 'grita']",0.57035685,0.031659394037703396,0.5093061,0.9723247308284044,3
505,que es un ruidoso,['ruidoso'],0.28752494,0.04560965796182835,0.29879805,0.8527400940656662,3
506,que da mucha lata,['lata'],0.3276243,0.04561628279148198,0.31102192,0.9109335914254189,2
507,que su hermanito grita mucho,"['hermanito', 'grita']",1.0,0.01657326504911003,0.8323351,0.9154281802475452,3
508,por que gryta mucho mi ermanito,"['grita', 'hermanito']",1.0,0.01657326504911003,0.8323351,0.9154281802475452,3
509,por que mi hermanito grita mucho,"['hermanito', 'grita']",1.0,0.01657326504911003,0.8323351,0.9154281802475452,3
510,que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
511,que es fastidioso,['fastidioso'],0.38754907,0.050630558936426664,0.46364325,0.8048268556594849,1
512,una pelota mu enojada,"['pelota', 'mu', 'enojada']",0.36652145,0.046571657303211965,0.40923604,0.930337518453598,1
513,no see,['see'],False,False,False,False,0
514,que es muy platicon,['platicon'],False,False,False,False,2
515,que es muy berrinchudo,['berrinchudo'],0.2728223,0.044839222085452095,0.2241916,0.9790133815258741,3
516,mi hermanito es un nino de gritos,"['hermanito', 'niño', 'gritos']",0.5959243,0.033004556966546326,0.6524389,0.8480490123232206,3
517,xk su hermano simpre grita,"['xk', 'hermano', 'siempre', 'grita']",0.49853647,0.031156339212616953,0.5543039,0.951408372571071,3
518,que su hermano es muy gordo y grita mucho,"['hermano', 'gordo', 'grita']",0.44378686,0.03126476702660675,0.48241612,0.9951180095473925,3
519,mi hermano es muy griton,"['hermano', 'gritón']",0.22442788,0.0461935447698445,0.33011976,0.9179990459233522,3
520,que es alguien muy griton,"['alguien', 'gritón']",0.2893936,0.044257384549033746,0.4519111,0.8441054746508598,3
521,el hermano es muy inquieto,"['hermano', 'inquieto']",0.28715205,0.045072854186008024,0.39415604,0.8841072712093592,2
522,porque los ninos son muy escandalosos,"['niños', 'escandalosos']",0.39402387,0.05392494621138371,0.5784737,0.7612170577049255,3
523,la forma de expresar a un ser por medio de palabras metaforicas,"['forma', 'expresar', 'palabras', 'metafóricas']",0.22387502,0.04374399883307722,0.3541841,0.9680364206433296,3
524,que su hermano es una persona que grita mucho,"['hermano', 'persona', 'grita']",0.52630866,0.031076771052506252,0.6325708,0.9066930077970028,3
525,por que grita mucho y salta mucho,"['grita', 'salta']",0.5607368,0.03161941456207451,0.51384664,0.9349672794342041,3
526,tal vez por que es algo griton y molesto,"['gritón', 'molesto']",0.29343832,0.04494237923382024,0.42040187,0.872852448374033,3
527,significa que reclama o llora mucho,"['significa', 'reclama', 'llora']",0.25191227,0.04491611522189554,0.3512686,0.9016808768113455,3
528,que el hermanito grite mucho,"['hermanito', 'grite']",0.7310045,0.028789754728208453,0.7042656,0.862234715372324,3
529,que se unde en el llanto,"['unde', 'llanto']",0.28161454,0.044851622103406714,0.30212778,0.8687896579504013,3
530,que su hermano grita mucho todo el tiempo,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
531,que su hermanito grita mucho,"['hermanito', 'grita']",1.0,0.01657326504911003,0.8323351,0.9154281802475452,3
532,poequ es bien griton,"['poequ', 'gritón']",0.25820884,0.04433506860914729,0.357207,0.7952935248613358,3
533,por que siempre grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
534,por que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
535,por que llora mucho,['llora'],0.35079637,0.045380870698831094,0.3590144,0.8302648663520813,3
536,es un nino que se la pasa gritando y llorando todo el dia,"['niño', 'pasa', 'gritando', 'llorando']",0.39830437,0.044289286644932355,0.65461457,0.7683611512184143,3
537,por que chillan mucho o gritan mucho exageran,"['chillan', 'gritan', 'exageran']",0.36209047,0.046966364543153255,0.5876535,0.7651447753111521,3
538,que su mama es una persona muy gritona,"['mama', 'persona', 'gritona']",0.3568418,0.04555952701936574,0.49405435,0.8452925644814968,2
539,q no entisende,['entisende'],False,False,False,False,1
540,por que se la pasa gritando,"['pasa', 'gritando']",0.3386849,0.044770748600252604,0.5433742,0.7622574269771576,3
541,porque grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
542,su hermano es un nino que grita mucho,"['hermano', 'niño', 'grita']",0.5395613,0.0322843417709631,0.6085533,0.9260492287576199,3
543,que es muy ruidoso,['ruidoso'],0.28752494,0.04560965796182835,0.29879805,0.8527400940656662,3
544,es una maquina o bien alguien que grita demasiado,"['máquina', 'alguien', 'grita']",0.560461,0.028353314269096448,0.66800743,0.8942147543032964,3
545,pirhhhhgvfriufueiituj,['pirhhhhgvfriufueiituj'],False,False,False,False,1
546,por que llora o le hacen algo,['llora'],0.35079637,0.045380870698831094,0.3590144,0.8302648663520813,3
547,puen que su hermana grita mucho,"['puen', 'hermana', 'grita']",0.7171359,0.0329066861236656,0.6899859,0.8140728622674942,3
548,NS,['NS'],False,False,False,False,1
549,and fort,"['and', 'fort']",False,False,False,False,1
550,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
551,porque grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
552,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
553,que grita demasiado,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
554,que su hermanito siempre esta gritando y hace mucho ruido,"['hermanito', 'gritando', 'ruido']",0.5384359,0.030821835741605092,0.63743037,0.8651177988698086,3
555,que su hermano es una persona muy ruidosa,"['hermano', 'persona', 'ruidosa']",0.28305963,0.046192794345239,0.49729872,0.8940622818966707,3
556,siempre grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
557,quiere decir que todo el tiempo esta gritando sin parar,"['gritando', 'parar']",0.27226067,0.04506932456640647,0.4502328,0.8483574986457825,3
558,"que su hermanito es muy griton, que su hermanita esta muy loco","['hermanito', 'gritón', 'hermanita', 'loco']",0.4599486,0.03372001870416433,0.6672933,0.8564128996804357,3
559,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
560,quiere decir que su hermano grita mucho.,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
561,que grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
562,que mi hermano tiene mucha energia,"['hermano', 'energía']",0.21836221,0.046717160993208495,0.23811805,1.0176298432052135,3
563,que es muy pequeno y grita,"['pequeño', 'grita']",0.68553734,0.02967860189120769,0.6486213,0.9221574738621712,3
564,que es pequeno y que grita mucho,"['pequeño', 'grita']",0.68553734,0.02967860189120769,0.6486213,0.9221574738621712,3
565,que es muy gritona,['gritona'],0.32540452,0.04616129726975682,0.24782684,0.9303606376051903,3
566,no para de gritar,['gritar'],0.4281937,0.05028127880004235,0.511367,0.7666374444961548,3
567,que grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
568,que mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
569,pues que al parecer su hermano grita mucho pero no entiende la metafora de pelota,"['parecer', 'hermano', 'grita', 'entiende', 'metáfora', 'pelota']",0.3724861,0.03809638603079749,0.6357999,0.9431662205606699,3
570,que su hermano grita mucho.,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
571,se refiere a que es una persona que grita,"['refiere', 'persona', 'grita']",0.62093604,0.030795603057394365,0.7467171,0.8107695480187734,3
572,que su hermano hace mucho escandalo,"['hermano', 'escándalo']",0.16141084,0.04734910495767869,0.1787728,1.0111582912504673,3
573,que hecha mucho relajo,"['hecha', 'relajo']",0.2711048,0.04405994439349131,0.32281923,0.9290938060730696,3
574,porque su esta loco,['loco'],0.20494205,0.04529779679242684,0.18658055,0.9377416484057903,2
575,que grita demasiado,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
576,es que su hermano es muy imperactivo,"['hermano', 'imperactivo']",0.19064693,0.050025113177485155,0.14036883,1.0407045669853687,2
577,que el hermano se la pasa gritando,"['hermano', 'pasa', 'gritando']",0.2893389,0.04605047241755852,0.49017686,0.855073140313228,3
578,que hace mucho escandalo,['escándalo'],0.13217475,0.04604189583438512,0.12653176,0.9816120155155659,3
579,que es muy alborotado,['alborotado'],False,False,False,False,2
580,que siempre se la pasa gritando,"['pasa', 'gritando']",0.3386849,0.044770748600252604,0.5433742,0.7622574269771576,3
581,que es gordito y grita mucho,"['gordito', 'grita']",0.69620055,0.031042735982137217,0.6558389,0.8245304971933365,3
582,que siempre grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
583,mi hermanito es gordito y es griton,"['hermanito', 'gordito', 'gritón']",0.5502033,0.031170394106629033,0.6797367,0.8123036498824755,3
584,que grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
585,que su hermano siempre esta gritando.,"['hermano', 'gritando']",0.28197762,0.04605592103113118,0.45310497,0.8738200459629297,3
586,que no para de gritar,['gritar'],0.4281937,0.05028127880004235,0.511367,0.7666374444961548,3
587,que su hermano grita mucho y no sale de su circulo,"['hermano', 'grita', 'sale', 'círculo']",0.49123693,0.03228206283661019,0.6498489,0.9470027396455407,3
588,un humano gordo que no para de chillar,"['humano', 'gordo', 'chillar']",0.20158775,0.04677201373186935,0.3582271,0.9224811792373657,3
589,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
590,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
591,que su hermano se la pasa gritando,"['hermano', 'pasa', 'gritando']",0.2893389,0.04605047241755852,0.49017686,0.855073140313228,3
592,"que grita mucho, que da mucha lata","['grita', 'lata']",0.66381216,0.030240176039856497,0.6106977,0.9150417782366276,3
593,mi hermano grita,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
594,quiere decir que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
595,pues que grita mucho y tal vez al hablar grita.,"['grita', 'hablar', 'grita']",0.71263254,0.031953085745601406,0.5766084,0.9219291905562083,3
596,que el nino es un nino que grita mucho,"['niño', 'niño', 'grita']",0.61869127,0.0325327806799056,0.620776,0.8519120911757151,3
597,que el hermano grita como una pelota que esta botando,"['hermano', 'grita', 'pelota', 'botando']",0.48843145,0.03560293907989061,0.6432359,0.9255366185680032,3
598,es alguien que grita o habla demasiado,"['alguien', 'grita']",0.66028917,0.03067748106404896,0.6288621,0.9060336947441101,3
599,que siempre grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
600,de que su hermano o es un quejumbroso o es un lloron,"['hermano', 'quejumbroso', 'llorón']",0.21485908,0.04577170553732067,0.26752135,0.973036140203476,3
601,que se la pasa gritando,"['pasa', 'gritando']",0.3386849,0.044770748600252604,0.5433742,0.7622574269771576,3
602,tiene sobrepeso,['sobrepeso'],False,False,False,False,2
603,que todo el dia esta hablando y grtando,"['hablando', 'gritando']",0.3192361,0.043243232044005694,0.5527181,0.7840046733617783,3
604,que es un nino gordo que grita por todo o su tono de voz es fuertealto,"['niño', 'gordo', 'grita', 'tono', 'voz', 'fuertealto']",0.43664533,0.035901272510002274,0.6918117,0.8689704217016697,3
605,porque grita demasiado,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
606,si,[],False,False,False,False,1
607,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
608,que el hermano siempre esta gritando entonces es un conjunto de gritos.,"['hermano', 'gritando', 'conjunto', 'gritos']",0.32303467,0.044297524942158474,0.5272541,0.8866787678562105,3
609,solo grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
610,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
611,que me hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
612,mi hermano es un griton,"['hermano', 'gritón']",0.22442788,0.0461935447698445,0.33011976,0.9179990459233522,3
613,que su hermano grita o hace mucho ruido,"['hermano', 'grita', 'ruido']",0.47754875,0.030878995453997773,0.56940293,0.9788553360849619,3
614,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
615,por que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
616,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
617,que siempre esta gritando.,['gritando'],0.3733083,0.043518344551005665,0.5244153,0.7069355249404907,3
618,que o se mueve mucho porque es una pelota o que es muy ruidoso.,"['mueve', 'pelota', 'ruidoso']",0.29199898,0.042981464526379236,0.44321573,0.9169102509816488,3
619,que su hermano esta chiquito y grita mucho,"['hermano', 'chiquito', 'grita']",0.48806098,0.029607786271876754,0.5797415,0.9279809457560381,3
620,que mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
621,NS,['NS'],False,False,False,False,1
622,significa que es una nino muy chillon y que normalmente se desespera y grita,"['significa', 'niño', 'chillón', 'normalmente', 'desespera', 'grita']",0.4077364,0.036513079235987976,0.640805,0.8970419776936372,3
623,que tu hermano grita mucho y esta gordo,"['hermano', 'grita', 'gordo']",0.44378686,0.03126476702660675,0.4824161,0.9951180095473925,3
624,que su hermano es muy griton,"['hermano', 'gritón']",0.22442788,0.0461935447698445,0.33011976,0.9179990459233522,3
625,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
626,quiere decir que su hermano es un nino que grita,"['hermano', 'niño', 'grita']",0.5395613,0.0322843417709631,0.6085533,0.9260492287576199,3
627,que grita en exceso,"['grita', 'exceso']",0.6150281,0.031201215409495157,0.578784,0.8737459927797318,3
628,mi hermano es alguien que no para de gritar y hablar,"['hermano', 'alguien', 'gritar', 'hablar']",0.26932913,0.0461112027542587,0.4862786,0.9069367693737149,3
629,que su hermanito es un griton y llora todo el dia como la llorona,"['hermanito', 'gritón', 'llora', 'llorona']",0.4631586,0.03412606180990586,0.62406546,0.8439784031361341,3
630,alguien que grita,"['alguien', 'grita']",0.66028917,0.03067748106404896,0.6288621,0.9060336947441101,3
631,que tu hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
632,el hermano representa a un infante en plena etapa de inocencia y escandalo,"['hermano', 'representa', 'infante', 'plena', 'etapa', 'inocencia', 'escándalo']",0.2214202,0.044801453359484975,0.39409673,0.99385399424604,3
633,que tu hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
634,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
635,porque no deja de gritar,"['deja', 'gritar']",0.3234381,0.04628566548380605,0.5002077,0.8156285732984543,3
636,que hace mucho escandalo y no se puede quedar quieto,"['escándalo', 'quedar', 'quieto']",0.19827227,0.04467079821872433,0.3401568,0.9251201016207536,3
637,es un ser que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
638,que esta muy irritanto,['irritante'],0.2112048,0.04491950761645821,0.27137417,0.8559804260730743,3
639,que su hermano es gordito y redondo y esta constantemente gritando,"['hermano', 'gordito', 'redondo', 'constantemente', 'gritando']",0.33104375,0.04449633425970588,0.6394927,0.807960058003664,3
640,es una machina a gritar,"['máquina', 'gritar']",0.39449918,0.04505640723683616,0.55820656,0.8186071589589119,3
641,su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
642,mi hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
643,que nunca deja de hablar,"['deja', 'hablar']",0.17829004,0.0453628051647407,0.2816401,0.896053671836853,3
644,que es un nino gordito que se la pasa gritando,"['niño', 'gordito', 'pasa', 'gritando']",0.37445194,0.04601783409197876,0.6372752,0.7681797593832016,3
645,que los ninos son demasiados inquietos y ruidosos,"['niños', 'demasiados', 'inquietos', 'ruidosos']",0.3075589,0.04784652467940131,0.56271094,0.8466479280032218,3
646,que su hermanito grita mucho,"['hermanito', 'grita']",1.0,0.01657326504911003,0.8323351,0.9154281802475452,3
647,que su hermando es un nino travieso,"['hermano', 'niño', 'travieso']",0.3173144,0.04858224704658731,0.4866333,0.8759689790507158,3
648,que su hermano grita mucho.,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
649,es decir que tu hermanito es un griton,"['hermanito', 'gritón']",0.62910444,0.030249173371832232,0.63075066,0.853499960154295,3
650,que siempre esta llorando o gritando,"['llorando', 'gritando']",0.43055952,0.041946289138851386,0.62022895,0.7187860608100891,3
651,que es un dolor de cabeza,"['dolor', 'cabeza']",0.25104147,0.04484281184207966,0.4366251,0.7996416836977005,3
652,invalida x sistema,"['invalida', 'sistema']",0.30853808,0.04652494579097557,0.21525373,1.0009219758212566,0
653,que todo el tiempo grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
654,que siempre hace berrinche y grita para tener lo que quiere,"['berrinche', 'grita']",0.59612966,0.03140271867611289,0.54082537,0.9095838628709316,3
655,que es un nino muy inquieto,"['niño', 'inquieto']",0.40584704,0.04530177227661179,0.5789574,0.7729015648365021,3
656,quiere decir que su hermanito grita mucho,"['hermanito', 'grita']",1.0,0.01657326504911003,0.8323351,0.9154281802475452,3
657,que mi hermano le encanta cantar,"['hermano', 'encanta', 'cantar']",0.23436373,0.04636143352812158,0.4046777,0.9432263281196356,3
658,que grita mucho todo el tiempo,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
659,es una ternura,['ternura'],0.32756114,0.04297481083648473,0.3595344,0.8625401258468628,3
660,por que esta gordito y es muy griton,"['gordito', 'gritón']",0.32530499,0.04471863764685471,0.5462071,0.7626022771000862,3
661,por que son muy ruidosos.,['ruidosos'],0.36590365,0.0436179764569646,0.40168816,0.8096410036087036,3
662,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
663,que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
664,que el hermanito es muy ruidoso,"['hermanito', 'ruidoso']",0.64376247,0.03023265171927162,0.6175669,0.8822232447564602,3
665,mi hermanito me estresa cada bes que grita.,"['hermanito', 'estresa', 'ves', 'grita']",0.63583285,0.02306109774921119,0.785934,0.8401924017816782,3
666,que su hermanito grita mucho,"['hermanito', 'grita']",1.0,0.01657326504911003,0.8323351,0.9154281802475452,3
667,que un nino es muy ruidoso,"['niño', 'ruidoso']",0.35778093,0.046405939701158395,0.50944567,0.8355166241526604,3
668,que mi ermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
669,su hermano grita o llora mucho y asi es como la autor@ se refiere a el en el sentido literario,"['hermano', 'grita', 'llora', 'autor', 'refiere', 'sentido', 'literario']",0.40524316,0.038025245105191625,0.68137056,0.8631976784339973,3
670,por que siempre grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
671,por que los ninos pequenos por lo regular gritan por todo,"['niños', 'pequeños', 'regular', 'gritan']",0.39014393,0.05061876733429387,0.6621928,0.7533323802053928,3
672,q es chillon,['chillón'],0.24503428,0.044870928043531585,0.3021177,0.8933887779712677,3
673,que es un bb,['bb'],False,False,False,False,3
674,que siempre grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
675,que mi hermanito grita mucho,"['hermanito', 'grita']",1.0,0.01657326504911003,0.8323351,0.9154281802475452,3
676,al hermano lo representa como una pelota y el grita mucho,"['hermano', 'representa', 'pelota', 'grita']",0.47238255,0.03347027855431251,0.6047429,0.9706429350189865,3
677,porque el grita mucho o muy fuerte,"['grita', 'fuerte']",0.5973565,0.03090301618133704,0.5692198,0.8915203660726547,3
678,que todo el tiempo llora y grita,"['llora', 'grita']",0.6753982,0.030541419526430143,0.6082816,0.8747074156999588,3
679,que su pelota es la mejor,['pelota'],0.36652145,0.046571657303211965,0.40923604,0.930337518453598,1
680,mi hermano es una persona que grita todo el tiempo,"['hermano', 'persona', 'grita']",0.52630866,0.031076771052506252,0.6325708,0.9066930077970028,3
681,es un nino,['niño'],0.42803693,0.05093566282379423,0.4815977,0.8182931542396545,2
682,por que grita,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
683,mi hermanito grita mucho,"['hermanito', 'grita']",1.0,0.01657326504911003,0.8323351,0.9154281802475452,3
684,mi hermano grita demasiado,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
685,que es muy inquieto,['inquieto'],0.38365716,0.0422028042568999,0.47851607,0.7275099754333496,3
686,q asu hermano le gustan los grillos alv,"['asu', 'hermano', 'gustan', 'grillos', 'alv']",0.26513648,0.04468170366930405,0.41527656,0.9055074664453665,3
687,por que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
688,que mi hermono grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
689,por que es gordo y le gusta cantar,"['gordo', 'gusta', 'cantar']",0.22115612,0.0499437493804201,0.47887534,0.8958315011113882,3
690,quiere decir que su hermano grita mucho,"['hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
691,que grita demasiado,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
692,que mi hermano grita y grita sin parar y sin sentido,"['hermano', 'grita', 'grita', 'parar', 'sentido']",0.5236667,0.03148575652539248,0.5981736,0.955561388283968,3
693,que los ninos son muy energeticos y tienden a gritar mucho.,"['niños', 'energéticos', 'tienden', 'gritar']",0.33695227,0.05209190394321235,0.59626645,0.7849208861589432,3
694,osea que su hermano grita mucho,"['osea', 'hermano', 'grita']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,3
695,es cuando mi hermano siempre esta llorando o gritando,"['hermano', 'llorando', 'gritando']",0.35058868,0.043296401503082727,0.574749,0.8260922295351824,2
696,que hace ruido,['ruido'],0.24199931,0.04725391512524732,0.23722401,0.9767114762216806,2
697,que cada bote que da es un grito de mi hermano,"['bote', 'grito', 'hermano']",0.19064693,0.050025113177485155,0.14036883,1.0407045669853687,1
698,que su hermano se la pasa gritando,"['hermano', 'pasa', 'gritando']",0.2893389,0.04605047241755852,0.49017686,0.855073140313228,2
699,por siempre mete goles,"['mete', 'goles']",0.27248675,0.04459352463125032,0.33864522,0.8744708448648453,1
700,quiere decir mi hermanito todo el tiempo grita,"['hermanito', 'grita']",1.0,0.01657326504911003,0.8323351,0.9154281802475452,2
701,que el hermano se la pasa gritando,"['hermano', 'pasa', 'gritando']",0.2893389,0.04605047241755852,0.49017686,0.855073140313228,2
702,que es muy grito,['grito'],False,False,False,False,2
703,que su hermano es una latoso,"['hermano', 'latoso']",0.34568486,0.046815274993987965,0.4621272,0.9178309757262468,1
704,que llega a gritar mucho,"['llega', 'gritar']",0.2750135,0.04671201391620304,0.47236916,0.8493420332670212,2
705,que es muy gritos,['gritos'],0.35973597,0.04534246879940806,0.39712816,0.814147487282753,2
706,que mi hermano grita mucho y ase esallar alas personas,"['hermano', 'grita', 'ase', 'esallar', 'alas', 'personas']",0.59532344,0.03251764992324526,0.5216429,0.9799272660166025,1
707,q es fastidioso,['fastidioso'],0.38754907,0.050630558936426664,0.46364325,0.8048268556594849,1
708,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,1
709,ya es grande y grita,"['grande', 'grita']",0.60756576,0.030245135913652667,0.59318006,0.8569308742880821,1
710,que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,1
711,que se la pasa gritando todo el tiempo,"['pasa', 'gritando']",0.3386849,0.044770748600252604,0.5433742,0.7622574269771576,2
712,q mi hermana grita,"['hermana', 'grita']",0.7171359,0.0329066861236656,0.6899859,0.8140728622674942,1
713,que mi hermanito es muy griton,"['hermanito', 'gritón']",0.62910444,0.030249173371832232,0.63075066,0.853499960154295,3
714,por que grita mucho,['grita'],1.0,0.033521517414720814,0.58479303,0.9191499650478363,3
715,se refiere a que su hermano es una persona gritona,"['refiere', 'hermano', 'persona', 'gritona']",0.3447149,0.046969363536348514,0.5764341,0.8710559708997607,3
716,quiere decir que los ninos gritan mucho,"['niños', 'gritan']",0.4149946,0.05598774439099113,0.61180305,0.6836282908916473,3
717,que es muy la toso,['toso'],0.20753148,0.04582006533789473,0.259907,0.8782148659229279,3
718,que es bien gritano,['gritando'],0.3733083,0.043518344551005665,0.5244153,0.7069355249404907,3
719,su hermano es un bebe que grita y llora mucho,"['hermano', 'bebé', 'grita', 'llora']",0.4563863,0.034902311404884034,0.5797799,0.9239386627450585,3
720,que esta gritando su hermano,"['gritando', 'hermano']",0.28197762,0.04605592103113118,0.45310497,0.8738200459629297,3
