,que mi hermanito es muy griton y esta gordito,Preprocesado,2dim,5dim,10dim,20dim,50dim,eval_og
455,es gordito y grita mucho,"['gordito', 'grita']",0.35802978,0.05655332,0.060150452,0.4050941,0.4052146,3
456,por que el el hermano es u nino pequeno,"['hermano', 'nino', 'pequeno']",0.96471584,0.13938099,0.0068999752,0.0013180599,0.0008850768,3
457,que hay muchos gritos,['gritos'],0.9512853,0.047626242,0.011495062,0.0019347426,0.00044156238,3
458,que exagera al hacer berrinche,['berrinche'],-0.14921454,0.0313636,0.030053638,-0.03708972,0.0042539323,3
459,nolo se xd,[],0.0,0.0,0.0,0.0,0.0,1
460,que llora mucho :v,['llora'],0.4732021,0.6081827,-0.01341442,-0.00039459858,1.8980354e-05,3
461,grita,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
462,por que es dibertido,[],0.0,0.0,0.0,0.0,0.0,3
463,que cada q lo tocan hace un grito,['grito'],0.7229756,-0.2731313,-0.15873647,-0.059903428,0.0056402287,2
464,que su hermanito tiene muchas energias para gritar,"['hermanito', 'gritar']",-0.10689449,0.8483104,0.49753666,0.41722494,0.41132993,3
465,que mi hermanito no para de gritar,"['hermanito', 'gritar']",-0.10689449,0.8483104,0.49753666,0.41722494,0.41132993,3
466,que su hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
467,que su hermano es alguien que grita mucho,"['hermano', 'alguien', 'grita']",0.8978966,0.008565731,0.011221573,-0.006291114,0.00019262359,3
468,q cuando le pegan el se pone a gritar,"['pone', 'gritar']",0.7212907,0.2478216,0.0019453354,0.0017567258,0.00031807646,2
469,porque se la pasa gritando el pensativo ajajjajaj,"['pasa', 'gritando']",0.69184726,0.047950834,0.055828996,0.0021798536,0.0019036904,2
470,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,2
471,mi hermano etsa muy gordo y se la pasa gritando.,"['hermano', 'gordo', 'pasa', 'gritando']",0.9331043,0.042200476,0.046632573,0.0026356503,0.00082764775,1
472,si porque frita mucho,[],0.0,0.0,0.0,0.0,0.0,1
473,que enpieza a gritar,['gritar'],0.7222045,0.26707768,0.0038052732,0.002535114,0.0010833116,1
474,por que chilla mucho,['chilla'],0.97769916,-0.4156014,-0.2257264,-0.010750808,-0.00045545166,1
475,no,[],0.0,0.0,0.0,0.0,0.0,1
476,que mi hermano en redondo y grita mucho,"['hermano', 'redondo', 'grita']",0.896443,0.0048177764,0.007826716,0.037625,0.035436057,1
477,porque los hermanos lloran mucho,"['hermanos', 'lloran']",0.73786104,-0.08966316,-0.11300888,-0.012303812,-0.0001802654,1
478,no,[],0.0,0.0,0.0,0.0,0.0,1
479,qu su hermano se la pasa gritando osea es un desastroso,"['qu', 'hermano', 'pasa', 'gritando', 'osea', 'desastroso']",0.92957586,0.022865549,0.03242366,-0.009634584,-0.0011198074,3
480,explica que el hermano grita mucho e inquieto,"['hermano', 'grita', 'inquieto']",0.8996436,-0.00281889,-0.0025727972,-0.004584715,-0.00047960132,3
481,13fg,[],0.0,0.0,0.0,0.0,0.0,0
482,es griton,['griton'],0.6898538,0.84970593,0.73243403,0.5821683,0.580258,3
483,que su hermanito es gordo y grita mucho,"['hermanito', 'gordo', 'grita']",0.26928243,0.52227366,0.50163126,0.34185776,0.33462632,3
484,se refiere a que el hermanito siempre grita,"['refiere', 'hermanito', 'grita']",0.27738646,0.51892436,0.48913696,0.3421435,0.33627376,3
485,por que su hermano solo grita,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
486,que su hermano chico grita mucho o habla mucho,"['hermano', 'chico', 'grita']",0.8974885,-0.0015419647,0.00072550774,-0.00081589073,-0.0014703274,3
487,"que grita, o llora mucho por eso es una pelota de gritos","['grita', 'llora', 'pelota', 'gritos']",0.41780743,0.04274317,0.013776857,0.0031455737,0.001559604,3
488,que su hermano no se para de quejar a cada rato anda gritando,"['hermano', 'rato', 'anda', 'gritando']",0.93873376,0.013081998,0.02255182,-0.011856437,-0.00041556358,3
489,que es un nino que grita mucho,"['nino', 'grita']",0.35814312,0.14089799,0.026857026,0.0014609843,0.0014331862,3
490,por que el grita,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
491,que su hermano puede gritar por que tiene una pelotas de pelos,"['hermano', 'gritar', 'pelotas', 'pelos']",0.9481205,0.016930372,-0.0022051483,0.0007329732,-0.0007806942,2
492,grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
493,que es lloron,['lloron'],0.91211694,-0.19682439,-0.17818858,-0.06728017,-0.0006420631,3
494,que tiene muchos sentimientos,[],0.0,0.0,0.0,0.0,0.0,2
495,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
496,que tu hermano grita mucho y me desespera creo que eso dice la frase de pelota de gritos supongo,"['hermano', 'grita', 'desespera', 'pelota', 'gritos', 'supongo']",0.9030726,0.013590932,0.011856023,-0.0053137504,-0.0058473498,3
497,que el siempre grita,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
498,por que los hermanitos son muy molestones,[],0.0,0.0,0.0,0.0,0.0,2
499,de que el hermano nada mas se la pasa gritando y eso molesta,"['hermano', 'pasa', 'gritando', 'molesta']",0.92928135,0.027686983,0.035811096,-0.0011292696,-0.0012701526,3
500,que su hermano grita todo el tiempo,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
501,porque grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
502,que es un griton,['griton'],0.6898538,0.84970593,0.73243403,0.5821683,0.580258,3
503,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
504,por que esta gordo y gita,['gordo'],0.7212322,0.59734046,0.21472056,0.0032761022,-0.0004898878,3
505,que es un ruidoso,['ruidoso'],0.87409115,0.30085453,0.04595051,-0.0016260976,0.000104495324,3
506,que da mucha lata,['lata'],-0.1900655,-0.027139695,-0.033330467,-0.00800833,-0.0038722437,2
507,que su hermanito grita mucho,"['hermanito', 'grita']",0.26460338,0.51398647,0.4960323,0.40824375,0.4081408,3
508,por que gryta mucho mi ermanito,[],0.0,0.0,0.0,0.0,0.0,3
509,por que mi hermanito grita mucho,"['hermanito', 'grita']",0.26460338,0.51398647,0.4960323,0.40824375,0.4081408,3
510,que su hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
511,que es fastidioso,['fastidioso'],0.5390435,-0.10198423,0.0,0.0,0.0,1
512,una pelota mu enojada,['pelota'],0.95778096,0.0028287806,0.017764028,0.003773272,0.0025000013,1
513,no see,[],0.0,0.0,0.0,0.0,0.0,0
514,que es muy platicon,[],0.0,0.0,0.0,0.0,0.0,2
515,que es muy berrinchudo,[],0.0,0.0,0.0,0.0,0.0,3
516,mi hermanito es un nino de gritos,"['hermanito', 'nino', 'gritos']",-0.06618121,0.7676426,0.45414135,0.3364631,0.33567944,3
517,xk su hermano simpre grita,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
518,que su hermano es muy gordo y grita mucho,"['hermano', 'gordo', 'grita']",0.8952103,0.017613843,0.01549308,0.0018543191,-0.00050118566,3
519,mi hermano es muy griton,"['hermano', 'griton']",0.91396564,0.5080292,0.5029552,0.41005918,0.4095118,3
520,que es alguien muy griton,"['alguien', 'griton']",0.7071173,0.84722155,0.7191591,0.5326778,0.42088598,3
521,el hermano es muy inquieto,"['hermano', 'inquieto']",0.9518108,-0.016518109,-0.021596089,-0.007389337,-0.00071629137,2
522,porque los ninos son muy escandalosos,['ninos'],0.7168768,-0.063775994,-0.08772158,0.00363149,-0.0011675432,3
523,la forma de expresar a un ser por medio de palabras metaforicas,['forma'],-0.04127875,0.82731944,0.5236714,0.13181573,0.0064228456,3
524,que su hermano es una persona que grita mucho,"['hermano', 'persona', 'grita']",0.8938695,-0.012189463,-0.009549543,-0.0009641126,-0.00018470734,3
525,por que grita mucho y salta mucho,"['grita', 'salta']",0.35566446,0.010741031,0.01699704,-0.0015052725,-0.0029732306,3
526,tal vez por que es algo griton y molesto,"['griton', 'molesto']",0.6893984,0.84942997,0.7302492,0.578195,0.5756717,3
527,significa que reclama o llora mucho,"['significa', 'llora']",0.5379349,0.4709466,-0.021247428,-0.0048757987,-1.36895105e-05,3
528,que el hermanito grite mucho,['hermanito'],-0.2403256,0.8623594,0.68896323,0.5776004,0.57766926,3
529,que se unde en el llanto,[],0.0,0.0,0.0,0.0,0.0,3
530,que su hermano grita mucho todo el tiempo,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
531,que su hermanito grita mucho,"['hermanito', 'grita']",0.26460338,0.51398647,0.4960323,0.40824375,0.4081408,3
532,poequ es bien griton,['griton'],0.6898538,0.84970593,0.73243403,0.5821683,0.580258,3
533,por que siempre grita,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
534,por que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
535,por que llora mucho,['llora'],0.4732021,0.6081827,-0.01341442,-0.00039459858,1.8980354e-05,3
536,es un nino que se la pasa gritando y llorando todo el dia,"['nino', 'pasa', 'gritando', 'llorando']",0.8190233,0.146239,0.05591005,-0.0060863327,-0.00334863,3
537,por que chillan mucho o gritan mucho exageran,['gritan'],0.7270168,-0.09499,-0.10054192,-0.0032533165,0.0015458157,3
538,que su mama es una persona muy gritona,"['persona', 'gritona']",0.9831433,-0.32844862,-0.023748156,0.002198305,-0.00042308494,2
539,q no entisende,[],0.0,0.0,0.0,0.0,0.0,1
540,por que se la pasa gritando,"['pasa', 'gritando']",0.69184726,0.047950834,0.055828996,0.0021798536,0.0019036904,3
541,porque grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
542,su hermano es un nino que grita mucho,"['hermano', 'nino', 'grita']",0.89001775,0.09161447,0.013502624,0.00064726174,0.00084733963,3
543,que es muy ruidoso,['ruidoso'],0.87409115,0.30085453,0.04595051,-0.0016260976,0.000104495324,3
544,es una maquina o bien alguien que grita demasiado,"['alguien', 'grita']",0.36490095,0.024441833,0.03004246,-0.00776334,0.0006413078,3
545,pirhhhhgvfriufueiituj,[],0.0,0.0,0.0,0.0,0.0,1
546,por que llora o le hacen algo,['llora'],0.4732021,0.6081827,-0.01341442,-0.00039459858,1.8980354e-05,3
547,puen que su hermana grita mucho,"['hermana', 'grita']",0.35123727,0.008093527,0.014638372,-0.008820991,-0.0010552416,3
548,NS,['NS'],0.0,-0.31718928,0.0,0.0,0.0,1
549,and fort,[],0.0,0.0,0.0,0.0,0.0,1
550,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
551,porque grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
552,mi hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
553,que grita demasiado,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
554,que su hermanito siempre esta gritando y hace mucho ruido,"['hermanito', 'gritando', 'ruido']",0.26960284,0.5492635,0.54778,0.3642332,0.33389205,3
555,que su hermano es una persona muy ruidosa,"['hermano', 'persona']",0.9584793,-0.030375302,-0.02596654,-0.0019471198,-0.0003508255,3
556,siempre grita,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
557,quiere decir que todo el tiempo esta gritando sin parar,"['gritando', 'parar']",0.7275667,0.036984533,0.04863078,-0.005893899,-0.004714759,3
558,"que su hermanito es muy griton, que su hermanita esta muy loco","['hermanito', 'griton', 'hermanita', 'loco']",0.99687535,0.99930334,0.99697715,0.8150988,0.8129815,3
559,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
560,quiere decir que su hermano grita mucho.,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
561,que grita,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
562,que mi hermano tiene mucha energia,['hermano'],0.952985,-0.012327045,-0.014499292,-0.0009427145,-0.0005574301,3
563,que es muy pequeno y grita,"['pequeno', 'grita']",0.35980368,0.029218515,0.023267234,0.0023710248,0.00029045064,3
564,que es pequeno y que grita mucho,"['pequeno', 'grita']",0.35980368,0.029218515,0.023267234,0.0023710248,0.00029045064,3
565,que es muy gritona,['gritona'],0.7326035,-0.22074252,-0.026380498,0.011890962,-0.0006639166,3
566,no para de gritar,['gritar'],0.7222045,0.26707768,0.0038052732,0.002535114,0.0010833116,3
567,que grita,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
568,que mi hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
569,pues que al parecer su hermano grita mucho pero no entiende la metafora de pelota,"['hermano', 'grita', 'metafora', 'pelota']",0.89954674,-0.00046609342,0.010185108,-0.00019209087,-0.0014881864,3
570,que su hermano grita mucho.,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
571,se refiere a que es una persona que grita,"['refiere', 'persona', 'grita']",0.3750971,0.007910494,0.007401129,2.1933112e-05,0.00086051365,3
572,que su hermano hace mucho escandalo,"['hermano', 'escandalo']",0.9519526,-0.014534898,-0.016775176,-0.0003221631,-0.00034760684,3
573,que hecha mucho relajo,[],0.0,0.0,0.0,0.0,0.0,3
574,porque su esta loco,['loco'],0.8070661,0.99021053,0.9717379,0.63645965,0.31644845,2
575,que grita demasiado,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
576,es que su hermano es muy imperactivo,"['hermano', 'imperactivo']",0.95350444,-0.0054257363,-0.007652037,0.0046336576,0.0052147135,2
577,que el hermano se la pasa gritando,"['hermano', 'pasa', 'gritando']",0.92983866,0.027669072,0.036373287,0.0012298599,0.00123135,3
578,que hace mucho escandalo,['escandalo'],0.7209924,-0.27859074,-0.1519445,0.009849414,0.00029326836,3
579,que es muy alborotado,[],0.0,0.0,0.0,0.0,0.0,2
580,que siempre se la pasa gritando,"['pasa', 'gritando']",0.69184726,0.047950834,0.055828996,0.0021798536,0.0019036904,3
581,que es gordito y grita mucho,"['gordito', 'grita']",0.35802978,0.05655332,0.060150452,0.4050941,0.4052146,3
582,que siempre grita,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
583,mi hermanito es gordito y es griton,"['hermanito', 'gordito', 'griton']",1.0,0.99999994,1.0,1.0,1.0,3
584,que grita,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
585,que su hermano siempre esta gritando.,"['hermano', 'gritando']",0.93723273,0.014037132,0.021679759,0.00065244734,-0.0029172003,3
586,que no para de gritar,['gritar'],0.7222045,0.26707768,0.0038052732,0.002535114,0.0010833116,3
587,que su hermano grita mucho y no sale de su circulo,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
588,un humano gordo que no para de chillar,['gordo'],0.7212322,0.59734046,0.21472056,0.0032761022,-0.0004898878,3
589,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
590,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
591,que su hermano se la pasa gritando,"['hermano', 'pasa', 'gritando']",0.92983866,0.027669072,0.036373287,0.0012298599,0.00123135,3
592,"que grita mucho, que da mucha lata","['grita', 'lata']",0.35399237,0.012232687,0.018061098,7.945672e-05,-0.00057519786,3
593,mi hermano grita,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
594,quiere decir que su hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
595,pues que grita mucho y tal vez al hablar grita.,"['grita', 'hablar', 'grita']",0.35736653,0.011316635,0.016761841,-0.001856247,0.00017715804,3
596,que el nino es un nino que grita mucho,"['nino', 'nino', 'grita']",0.36061648,0.2562916,0.02591591,0.0013915319,0.0017365515,3
597,que el hermano grita como una pelota que esta botando,"['hermano', 'grita', 'pelota']",0.8992274,0.0016575642,0.012001041,0.002207987,0.0012138784,3
598,es alguien que grita o habla demasiado,"['alguien', 'grita']",0.36490095,0.024441833,0.03004246,-0.00776334,0.0006413078,3
599,que siempre grita,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
600,de que su hermano o es un quejumbroso o es un lloron,"['hermano', 'lloron']",0.95279336,-0.016068764,-0.018021487,-0.003952153,-0.0008407682,3
601,que se la pasa gritando,"['pasa', 'gritando']",0.69184726,0.047950834,0.055828996,0.0021798536,0.0019036904,3
602,tiene sobrepeso,[],0.0,0.0,0.0,0.0,0.0,2
603,que todo el dia esta hablando y grtando,[],0.0,0.0,0.0,0.0,0.0,3
604,que es un nino gordo que grita por todo o su tono de voz es fuertealto,"['nino', 'gordo', 'grita', 'voz']",0.3602866,0.17173538,0.0425618,0.0048959814,0.0026650801,3
605,porque grita demasiado,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
606,si,[],0.0,0.0,0.0,0.0,0.0,1
607,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
608,que el hermano siempre esta gritando entonces es un conjunto de gritos.,"['hermano', 'gritando', 'gritos']",0.9374953,0.026223011,0.023867577,0.0016479269,-0.0021316633,3
609,solo grita,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
610,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
611,que me hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
612,mi hermano es un griton,"['hermano', 'griton']",0.91396564,0.5080292,0.5029552,0.41005918,0.4095118,3
613,que su hermano grita o hace mucho ruido,"['hermano', 'grita', 'ruido']",0.89641726,0.0034713969,0.0040849075,0.001402583,-0.00015773252,3
614,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
615,por que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
616,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
617,que siempre esta gritando.,['gritando'],0.6934382,0.040427476,0.05069626,0.0019279756,-0.0035805888,3
618,que o se mueve mucho porque es una pelota o que es muy ruidoso.,"['mueve', 'pelota', 'ruidoso']",0.98006606,0.007474575,0.018838268,0.0005953163,0.00048964843,3
619,que su hermano esta chiquito y grita mucho,"['hermano', 'chiquito', 'grita']",0.8951783,0.005104266,0.0068068504,0.0031779408,0.0021355227,3
620,que mi hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
621,NS,['NS'],0.0,-0.31718928,0.0,0.0,0.0,1
622,significa que es una nino muy chillon y que normalmente se desespera y grita,"['significa', 'nino', 'chillon', 'normalmente', 'desespera', 'grita']",0.36656836,0.16117918,0.030222442,-0.0022472758,-0.0023319088,3
623,que tu hermano grita mucho y esta gordo,"['hermano', 'grita', 'gordo']",0.8952103,0.017613843,0.01549308,0.0018543191,-0.00050118566,3
624,que su hermano es muy griton,"['hermano', 'griton']",0.91396564,0.5080292,0.5029552,0.41005918,0.4095118,3
625,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
626,quiere decir que su hermano es un nino que grita,"['hermano', 'nino', 'grita']",0.89001775,0.09161447,0.013502624,0.00064726174,0.00084733963,3
627,que grita en exceso,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
628,mi hermano es alguien que no para de gritar y hablar,"['hermano', 'alguien', 'gritar', 'hablar']",0.9488266,0.018653944,-0.0011418834,-0.008765675,0.00066726655,3
629,que su hermanito es un griton y llora todo el dia como la llorona,"['hermanito', 'griton', 'llora']",0.9891359,0.9995477,0.8111883,0.6696099,0.6687933,3
630,alguien que grita,"['alguien', 'grita']",0.36490095,0.024441833,0.03004246,-0.00776334,0.0006413078,3
631,que tu hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
632,el hermano representa a un infante en plena etapa de inocencia y escandalo,"['hermano', 'representa', 'escandalo']",0.9503763,-0.028879575,-0.029462084,-0.007842481,-0.0009441227,3
633,que tu hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
634,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
635,porque no deja de gritar,"['deja', 'gritar']",0.72294,0.2887607,0.0071152337,0.0034606988,-0.00048256386,3
636,que hace mucho escandalo y no se puede quedar quieto,['escandalo'],0.7209924,-0.27859074,-0.1519445,0.009849414,0.00029326836,3
637,es un ser que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
638,que esta muy irritanto,[],0.0,0.0,0.0,0.0,0.0,3
639,que su hermano es gordito y redondo y esta constantemente gritando,"['hermano', 'gordito', 'redondo', 'constantemente', 'gritando']",0.94293475,0.049918428,0.05708559,0.36090556,0.3484022,3
640,es una machina a gritar,['gritar'],0.7222045,0.26707768,0.0038052732,0.002535114,0.0010833116,3
641,su hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
642,mi hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
643,que nunca deja de hablar,"['deja', 'hablar']",0.89937073,0.24447109,0.0057051945,-0.012144463,-0.0013744899,3
644,que es un nino gordito que se la pasa gritando,"['nino', 'gordito', 'pasa', 'gritando']",0.8791981,0.17728505,0.07875628,0.28854477,0.288308,3
645,que los ninos son demasiados inquietos y ruidosos,"['ninos', 'ruidosos']",0.7163567,-0.06481508,-0.08701381,0.0039009585,-0.0016610124,3
646,que su hermanito grita mucho,"['hermanito', 'grita']",0.26460338,0.51398647,0.4960323,0.40824375,0.4081408,3
647,que su hermando es un nino travieso,"['nino', 'travieso']",0.6340475,0.91230625,0.022223096,7.7856705e-05,0.0009226613,3
648,que su hermano grita mucho.,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
649,es decir que tu hermanito es un griton,"['hermanito', 'griton']",0.9954296,0.9993245,0.9969079,0.8189119,0.81840175,3
650,que siempre esta llorando o gritando,"['llorando', 'gritando']",0.69296145,0.041954473,0.049522154,-0.013175406,-0.012062319,3
651,que es un dolor de cabeza,['cabeza'],0.9150064,-0.23494165,-0.048667744,-0.022899864,-0.024320757,3
652,invalida x sistema,[],0.0,0.0,0.0,0.0,0.0,0
653,que todo el tiempo grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
654,que siempre hace berrinche y grita para tener lo que quiere,"['berrinche', 'grita']",0.3542181,0.012592388,0.01866544,-0.0048057837,0.0029002568,3
655,que es un nino muy inquieto,"['nino', 'inquieto']",0.7421834,0.863058,0.011821479,-0.0053962823,0.0010072179,3
656,quiere decir que su hermanito grita mucho,"['hermanito', 'grita']",0.26460338,0.51398647,0.4960323,0.40824375,0.4081408,3
657,que mi hermano le encanta cantar,"['hermano', 'encanta', 'cantar']",0.9519429,-0.013816334,-0.016825572,-0.0006920099,-0.0004737079,3
658,que grita mucho todo el tiempo,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
659,es una ternura,[],0.0,0.0,0.0,0.0,0.0,3
660,por que esta gordito y es muy griton,"['gordito', 'griton']",0.7298637,0.88602936,0.7311522,0.8163937,0.81609267,3
661,por que son muy ruidosos.,['ruidosos'],0.59532344,-0.15262917,-0.06407377,0.0065759486,-0.0034773555,3
662,que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
663,que su hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
664,que el hermanito es muy ruidoso,"['hermanito', 'ruidoso']",-0.20862728,0.8612993,0.6763787,0.4240833,0.4094847,3
665,mi hermanito me estresa cada bes que grita.,"['hermanito', 'grita']",0.26460338,0.51398647,0.4960323,0.40824375,0.4081408,3
666,que su hermanito grita mucho,"['hermanito', 'grita']",0.26460338,0.51398647,0.4960323,0.40824375,0.4081408,3
667,que un nino es muy ruidoso,"['nino', 'ruidoso']",0.6478399,0.8647449,0.021444544,-0.00032906234,0.0013856739,3
668,que mi ermano grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
669,su hermano grita o llora mucho y asi es como la autor@ se refiere a el en el sentido literario,"['hermano', 'grita', 'llora', 'refiere', 'sentido']",0.88883126,0.038185056,0.0045707,0.0010278411,0.004526157,3
670,por que siempre grita,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
671,por que los ninos pequenos por lo regular gritan por todo,"['ninos', 'pequenos', 'gritan']",0.72262967,-0.09271209,-0.097682886,0.0004287921,-0.000543308,3
672,q es chillon,['chillon'],0.8672898,0.94768405,0.6431456,0.11374291,0.005742846,3
673,que es un bb,[],0.0,0.0,0.0,0.0,0.0,3
674,que siempre grita,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
675,que mi hermanito grita mucho,"['hermanito', 'grita']",0.26460338,0.51398647,0.4960323,0.40824375,0.4081408,3
676,al hermano lo representa como una pelota y el grita mucho,"['hermano', 'representa', 'pelota', 'grita']",0.90487236,-0.006875001,0.0038234368,-0.0026190318,0.0004722681,3
677,porque el grita mucho o muy fuerte,"['grita', 'fuerte']",0.3544618,0.0088520665,0.015010132,-0.00688472,0.00048459508,3
678,que todo el tiempo llora y grita,"['llora', 'grita']",0.36063498,0.047573388,0.003625296,0.0004475601,0.00013775751,3
679,que su pelota es la mejor,['pelota'],0.95778096,0.0028287806,0.017764028,0.003773272,0.0025000013,1
680,mi hermano es una persona que grita todo el tiempo,"['hermano', 'persona', 'grita']",0.8938695,-0.012189463,-0.009549543,-0.0009641126,-0.00018470734,3
681,es un nino,['nino'],0.43660724,0.886598,0.01984293,0.0010431986,0.0018554032,2
682,por que grita,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
683,mi hermanito grita mucho,"['hermanito', 'grita']",0.26460338,0.51398647,0.4960323,0.40824375,0.4081408,3
684,mi hermano grita demasiado,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
685,que es muy inquieto,['inquieto'],0.8180138,-0.22024564,-0.10551591,-0.058946047,-0.0004547662,3
686,q asu hermano le gustan los grillos alv,"['hermano', 'gustan', 'grillos']",0.9509591,-0.01636155,-0.01904168,-0.000750497,-0.00054649264,3
687,por que grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
688,que mi hermono grita mucho,['grita'],0.3555041,0.012354055,0.018312858,0.0010242537,0.00017563999,3
689,por que es gordo y le gusta cantar,"['gordo', 'gusta', 'cantar']",0.98636526,0.3464455,0.082459524,-0.001979567,-0.00040982477,3
690,quiere decir que su hermano grita mucho,"['hermano', 'grita']",0.8962393,0.0001706928,0.0026979297,5.8166683e-05,-0.00026975572,3
