,que mi hermanito grita mucho,Preprocesado,2dim,5dim,10dim,20dim,50dim,eval_og
479,qu su hermano se la pasa gritando osea es un desastroso,"['qu', 'hermano', 'pasa', 'gritando', 'osea', 'desastroso']",-0.10952288,0.06381308,-0.001319088,-0.0004363954,-9.967387e-05,3
480,explica que el hermano grita mucho e inquieto,"['hermano', 'grita', 'inquieto']",0.6591112,0.50299287,0.49679643,0.4955786,0.4124123,3
481,13fg,[],0.0,0.0,0.0,0.0,0.0,0
482,es griton,['griton'],-0.5156076,0.17928916,0.0038363338,0.0002259016,0.00012883544,3
483,que su hermanito es gordo y grita mucho,"['hermanito', 'gordo', 'grita']",0.9999882,0.99971795,0.9983213,0.83464575,0.8207096,3
484,se refiere a que el hermanito siempre grita,"['refiere', 'hermanito', 'grita']",0.9999118,0.99990445,0.98167413,0.8360371,0.8221354,3
485,por que su hermano solo grita,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
486,que su hermano chico grita mucho o habla mucho,"['hermano', 'chico', 'grita']",0.6627966,0.50658345,0.50040054,0.49836528,0.49767888,3
487,"que grita, o llora mucho por eso es una pelota de gritos","['grita', 'llora', 'pelota', 'gritos']",0.9867062,0.5680321,0.37701285,0.35805485,0.35596913,3
488,que su hermano no se para de quejar a cada rato anda gritando,"['hermano', 'rato', 'anda', 'gritando']",-0.08396694,0.032214466,-0.0017150007,-0.0010703839,0.00013836846,3
489,que es un nino que grita mucho,"['nino', 'grita']",0.99515414,0.8884622,0.50297177,0.5022851,0.5018149,3
490,por que el grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
491,que su hermano puede gritar por que tiene una pelotas de pelos,"['hermano', 'gritar', 'pelotas', 'pelos']",-0.055704117,-0.066425905,0.011533735,0.010422072,-0.0020361403,2
492,grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
493,que es lloron,['lloron'],-0.15396896,-0.13138153,-0.03529957,-0.0313906,-0.0017164976,3
494,que tiene muchos sentimientos,[],0.0,0.0,0.0,0.0,0.0,2
495,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
496,que tu hermano grita mucho y me desespera creo que eso dice la frase de pelota de gritos supongo,"['hermano', 'grita', 'desespera', 'pelota', 'gritos', 'supongo']",0.6531358,0.40679896,0.37500238,0.34665737,0.32306612,3
497,que el siempre grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
498,por que los hermanitos son muy molestones,[],0.0,0.0,0.0,0.0,0.0,2
499,de que el hermano nada mas se la pasa gritando y eso molesta,"['hermano', 'pasa', 'gritando', 'molesta']",-0.11031619,0.063482285,-0.0024742559,-0.000721924,-0.00022441894,3
500,que su hermano grita todo el tiempo,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
501,porque grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
502,que es un griton,['griton'],-0.5156076,0.17928916,0.0038363338,0.0002259016,0.00012883544,3
503,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
504,por que esta gordo y gita,['gordo'],0.85884464,0.6203642,0.21420515,0.0030490505,0.0002525989,3
505,que es un ruidoso,['ruidoso'],-0.23715976,0.12515193,0.17669535,0.0036514588,0.0004948713,3
506,que da mucha lata,['lata'],0.8964883,0.67433083,0.16213512,-0.0128364,-0.00934965,2
507,que su hermanito grita mucho,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
508,por que gryta mucho mi ermanito,[],0.0,0.0,0.0,0.0,0.0,3
509,por que mi hermanito grita mucho,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
510,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
511,que es fastidioso,['fastidioso'],0.66962415,-0.019805968,0.0,0.0,0.0,1
512,una pelota mu enojada,['pelota'],0.5306839,0.04140625,-0.010899864,0.0024032071,0.0011233985,1
513,no see,[],0.0,0.0,0.0,0.0,0.0,0
514,que es muy platicon,[],0.0,0.0,0.0,0.0,0.0,2
515,que es muy berrinchudo,[],0.0,0.0,0.0,0.0,0.0,3
516,mi hermanito es un nino de gritos,"['hermanito', 'nino', 'gritos']",0.9447313,0.62293303,0.46764556,0.41088837,0.40972066,3
517,xk su hermano simpre grita,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
518,que su hermano es muy gordo y grita mucho,"['hermano', 'gordo', 'grita']",0.66663563,0.5245671,0.5110693,0.4194676,0.41093174,3
519,mi hermano es muy griton,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
520,que es alguien muy griton,"['alguien', 'griton']",-0.4947878,0.18112296,-0.0007328391,-0.0013348758,0.0010264963,3
521,el hermano es muy inquieto,"['hermano', 'inquieto']",-0.043902516,-0.08782719,-0.004838571,-0.002701398,-0.00023133308,2
522,porque los ninos son muy escandalosos,['ninos'],-0.48266137,-0.24854742,-0.005152774,0.005361786,-0.0009966143,3
523,la forma de expresar a un ser por medio de palabras metaforicas,['forma'],0.952615,0.5206539,0.2441681,0.19584736,0.0056570824,3
524,que su hermano es una persona que grita mucho,"['hermano', 'persona', 'grita']",0.66886854,0.505454,0.4237279,0.4185616,0.40894145,3
525,por que grita mucho y salta mucho,"['grita', 'salta']",0.99541163,0.81386876,0.7112607,0.7067349,0.7052403,3
526,tal vez por que es algo griton y molesto,"['griton', 'molesto']",-0.51614636,0.17975734,0.0028080046,-0.00094488263,-0.0010226071,3
527,significa que reclama o llora mucho,"['significa', 'llora']",0.9552797,0.7962744,-0.011372916,-0.0058131292,-0.0006364621,3
528,que el hermanito grite mucho,['hermanito'],0.8725033,0.6919663,0.70744383,0.7068937,0.7066524,3
529,que se unde en el llanto,[],0.0,0.0,0.0,0.0,0.0,3
530,que su hermano grita mucho todo el tiempo,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
531,que su hermanito grita mucho,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
532,poequ es bien griton,['griton'],-0.5156076,0.17928916,0.0038363338,0.0002259016,0.00012883544,3
533,por que siempre grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
534,por que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
535,por que llora mucho,['llora'],0.97476524,0.941955,-0.0073089525,-0.00056780875,-0.00010532141,3
536,es un nino que se la pasa gritando y llorando todo el dia,"['nino', 'pasa', 'gritando', 'llorando']",-0.3365936,0.224984,-0.0045586526,-7.4096024e-06,0.0003604088,3
537,por que chillan mucho o gritan mucho exageran,['gritan'],-0.46977428,-0.10328539,-0.016626813,-0.004308017,0.0010237973,3
538,que su mama es una persona muy gritona,"['persona', 'gritona']",0.4364624,-0.07514648,-0.0102766175,-0.0020837425,-0.0005739769,2
539,q no entisende,[],0.0,0.0,0.0,0.0,0.0,1
540,por que se la pasa gritando,"['pasa', 'gritando']",-0.5132432,0.15322389,-0.00015024655,-5.3025782e-05,0.00014897436,3
541,porque grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
542,su hermano es un nino que grita mucho,"['hermano', 'nino', 'grita']",0.6751772,0.5741545,0.40921786,0.40975112,0.40946153,3
543,que es muy ruidoso,['ruidoso'],-0.23715976,0.12515193,0.17669535,0.0036514588,0.0004948713,3
544,es una maquina o bien alguien que grita demasiado,"['alguien', 'grita']",0.9944154,0.81719816,0.6979717,0.66645896,0.5135159,3
545,pirhhhhgvfriufueiituj,[],0.0,0.0,0.0,0.0,0.0,1
546,por que llora o le hacen algo,['llora'],0.97476524,0.941955,-0.0073089525,-0.00056780875,-0.00010532141,3
547,puen que su hermana grita mucho,"['hermana', 'grita']",0.9958532,0.81491196,0.70420796,0.6812233,0.5007407,3
548,NS,['NS'],0.0,0.0,0.0,0.0,0.0,1
549,and fort,[],0.0,0.0,0.0,0.0,0.0,1
550,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
551,porque grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
552,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
553,que grita demasiado,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
554,que su hermanito siempre esta gritando y hace mucho ruido,"['hermanito', 'gritando', 'ruido']",0.9999865,0.5089514,0.529883,0.44294402,0.4108345,3
555,que su hermano es una persona muy ruidosa,"['hermano', 'persona']",-0.021381348,-0.077757105,-0.0059735887,0.002391152,3.3387914e-05,3
556,siempre grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
557,quiere decir que todo el tiempo esta gritando sin parar,"['gritando', 'parar']",-0.46906793,0.15139933,-0.0018098094,0.0010241922,-0.0021325573,3
558,"que su hermanito es muy griton, que su hermanita esta muy loco","['hermanito', 'griton', 'hermanita', 'loco']",0.18760142,0.49921268,0.4993886,0.4997,0.4993014,3
559,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
560,quiere decir que su hermano grita mucho.,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
561,que grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
562,que mi hermano tiene mucha energia,['hermano'],-0.040054172,-0.08299095,-0.0021488108,-8.1948936e-05,-4.07435e-05,3
563,que es muy pequeno y grita,"['pequeno', 'grita']",0.9949777,0.82852143,0.7272748,0.53975004,0.50591046,3
564,que es pequeno y que grita mucho,"['pequeno', 'grita']",0.9949777,0.82852143,0.7272748,0.53975004,0.50591046,3
565,que es muy gritona,['gritona'],-0.4625459,-0.2740041,-0.019511063,-0.015808148,-0.0009048162,3
566,no para de gritar,['gritar'],-0.4759286,0.06437596,0.0018322729,0.00033505075,0.0011159685,3
567,que grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
568,que mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
569,pues que al parecer su hermano grita mucho pero no entiende la metafora de pelota,"['hermano', 'grita', 'metafora', 'pelota']",0.65927804,0.44676185,0.40968597,0.40911636,0.40722463,3
570,que su hermano grita mucho.,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
571,se refiere a que es una persona que grita,"['refiere', 'persona', 'grita']",0.9931972,0.81057674,0.4755838,0.4342578,0.41171753,3
572,que su hermano hace mucho escandalo,"['hermano', 'escandalo']",-0.043440282,-0.08669411,-0.0024965256,-8.6758286e-05,-0.0010168962,3
573,que hecha mucho relajo,[],0.0,0.0,0.0,0.0,0.0,3
574,porque su esta loco,['loco'],-0.35592195,0.47523868,0.4818926,0.4616168,0.2340743,2
575,que grita demasiado,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
576,es que su hermano es muy imperactivo,"['hermano', 'imperactivo']",-0.038336515,-0.07720405,0.007608533,0.01012012,0.010519821,2
577,que el hermano se la pasa gritando,"['hermano', 'pasa', 'gritando']",-0.10881367,0.06279285,-0.001390811,-9.0721995e-05,9.802729e-05,3
578,que hace mucho escandalo,['escandalo'],-0.4774681,-0.5212495,-0.023170378,-9.255111e-05,-0.0020377398,3
579,que es muy alborotado,[],0.0,0.0,0.0,0.0,0.0,2
580,que siempre se la pasa gritando,"['pasa', 'gritando']",-0.5132432,0.15322389,-0.00015024655,-5.3025782e-05,0.00014897436,3
581,que es gordito y grita mucho,"['gordito', 'grita']",0.99516606,0.84843904,0.7038979,0.5025464,0.5018801,3
582,que siempre grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
583,mi hermanito es gordito y es griton,"['hermanito', 'gordito', 'griton']",0.26460338,0.51398647,0.49603233,0.40824375,0.4081408,3
584,que grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
585,que su hermano siempre esta gritando.,"['hermano', 'gritando']",-0.08828074,0.0218627,-0.0034275018,-0.00031972304,-0.0004497692,3
586,que no para de gritar,['gritar'],-0.4759286,0.06437596,0.0018322729,0.00033505075,0.0011159685,3
587,que su hermano grita mucho y no sale de su circulo,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
588,un humano gordo que no para de chillar,['gordo'],0.85884464,0.6203642,0.21420515,0.0030490505,0.0002525989,3
589,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
590,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
591,que su hermano se la pasa gritando,"['hermano', 'pasa', 'gritando']",-0.10881367,0.06279285,-0.001390811,-9.0721995e-05,9.802729e-05,3
592,"que grita mucho, que da mucha lata","['grita', 'lata']",0.9955811,0.8151094,0.71162015,0.6999927,0.690152,3
593,mi hermano grita,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
594,quiere decir que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
595,pues que grita mucho y tal vez al hablar grita.,"['grita', 'hablar', 'grita']",0.99523556,0.81445694,0.7105689,0.70599866,0.68597007,3
596,que el nino es un nino que grita mucho,"['nino', 'nino', 'grita']",0.99489003,0.9395895,0.31754762,0.3182653,0.31797445,3
597,que el hermano grita como una pelota que esta botando,"['hermano', 'grita', 'pelota']",0.6598271,0.44950983,0.41227862,0.4118954,0.41047364,3
598,es alguien que grita o habla demasiado,"['alguien', 'grita']",0.9944154,0.81719816,0.6979717,0.66645896,0.5135159,3
599,que siempre grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
600,de que su hermano o es un quejumbroso o es un lloron,"['hermano', 'lloron']",-0.040685505,-0.08505236,-0.0028517023,-0.0014888346,-0.0011413656,3
601,que se la pasa gritando,"['pasa', 'gritando']",-0.5132432,0.15322389,-0.00015024655,-5.3025782e-05,0.00014897436,3
602,tiene sobrepeso,[],0.0,0.0,0.0,0.0,0.0,2
603,que todo el dia esta hablando y grtando,[],0.0,0.0,0.0,0.0,0.0,3
604,que es un nino gordo que grita por todo o su tono de voz es fuertealto,"['nino', 'gordo', 'grita', 'voz']",0.99492574,0.90716004,0.49886146,0.41242898,0.39965752,3
605,porque grita demasiado,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
606,si,[],0.0,0.0,0.0,0.0,0.0,1
607,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
608,que el hermano siempre esta gritando entonces es un conjunto de gritos.,"['hermano', 'gritando', 'gritos']",-0.0875299,0.038416266,0.020520516,0.0009783134,0.00013791025,3
609,solo grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
610,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
611,que me hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
612,mi hermano es un griton,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
613,que su hermano grita o hace mucho ruido,"['hermano', 'grita', 'ruido']",0.66460896,0.5148494,0.50498164,0.44578603,0.41146216,3
614,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
615,por que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
616,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
617,que siempre esta gritando.,['gritando'],-0.51134896,0.14512928,-0.0028032623,-0.00037791952,-0.00059756637,3
618,que o se mueve mucho porque es una pelota o que es muy ruidoso.,"['mueve', 'pelota', 'ruidoso']",0.45091808,0.04220556,-0.0029614419,0.0026600435,-0.000728596,3
619,que su hermano esta chiquito y grita mucho,"['hermano', 'chiquito', 'grita']",0.66668916,0.51397336,0.5070673,0.50592184,0.49446467,3
620,que mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
621,NS,['NS'],0.0,0.0,0.0,0.0,0.0,1
622,significa que es una nino muy chillon y que normalmente se desespera y grita,"['significa', 'nino', 'chillon', 'normalmente', 'desespera', 'grita']",0.99422467,0.8958591,0.47697407,0.44334048,0.30037552,3
623,que tu hermano grita mucho y esta gordo,"['hermano', 'grita', 'gordo']",0.66663563,0.5245671,0.5110693,0.4194676,0.41093174,3
624,que su hermano es muy griton,"['hermano', 'griton']",-0.14948976,0.051427737,0.0011716932,0.00010146201,6.215274e-05,3
625,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
626,quiere decir que su hermano es un nino que grita,"['hermano', 'nino', 'grita']",0.6751772,0.5741545,0.40921786,0.40975112,0.40946153,3
627,que grita en exceso,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
628,mi hermano es alguien que no para de gritar y hablar,"['hermano', 'alguien', 'gritar', 'hablar']",-0.053479046,-0.069018774,-0.0039725984,-0.0014228122,0.0012440206,3
629,que su hermanito es un griton y llora todo el dia como la llorona,"['hermanito', 'griton', 'llora']",0.40349284,0.52502936,0.40557143,0.40795797,0.40798476,3
630,alguien que grita,"['alguien', 'grita']",0.9944154,0.81719816,0.6979717,0.66645896,0.5135159,3
631,que tu hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
632,el hermano representa a un infante en plena etapa de inocencia y escandalo,"['hermano', 'representa', 'escandalo']",-0.048541456,-0.09701805,-0.0072369464,-0.0032751001,-0.00091229007,3
633,que tu hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
634,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
635,porque no deja de gritar,"['deja', 'gritar']",-0.4749925,0.099942654,0.0051352065,0.00017700903,-0.00015707314,3
636,que hace mucho escandalo y no se puede quedar quieto,['escandalo'],-0.4774681,-0.5212495,-0.023170378,-9.255111e-05,-0.0020377398,3
637,es un ser que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
638,que esta muy irritanto,[],0.0,0.0,0.0,0.0,0.0,3
639,que su hermano es gordito y redondo y esta constantemente gritando,"['hermano', 'gordito', 'redondo', 'constantemente', 'gritando']",-0.07160571,0.0602942,0.015735783,0.0044044554,0.004533885,3
640,es una machina a gritar,['gritar'],-0.4759286,0.06437596,0.0018322729,0.00033505075,0.0011159685,3
641,su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
642,mi hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
643,que nunca deja de hablar,"['deja', 'hablar']",-0.1836285,0.20885402,0.01128787,-0.0026265495,-0.0010846797,3
644,que es un nino gordito que se la pasa gritando,"['nino', 'gordito', 'pasa', 'gritando']",-0.22683543,0.25155258,0.005138414,-0.00016166084,3.1925738e-06,3
645,que los ninos son demasiados inquietos y ruidosos,"['ninos', 'ruidosos']",-0.48331407,-0.24730936,-0.0045703053,0.0058814595,-0.0008291679,3
646,que su hermanito grita mucho,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
647,que su hermando es un nino travieso,"['nino', 'travieso']",0.91350275,0.68761456,-0.009030372,-0.0017400831,0.00023066625,3
648,que su hermano grita mucho.,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
649,es decir que tu hermanito es un griton,"['hermanito', 'griton']",0.17129984,0.49817607,0.49884492,0.49915034,0.49933305,3
650,que siempre esta llorando o gritando,"['llorando', 'gritando']",-0.5119173,0.14709006,-0.004129704,-0.00025252067,-0.00041210838,3
651,que es un dolor de cabeza,['cabeza'],-0.1469444,-0.17364642,-0.02221434,-0.023431502,-0.007055116,3
652,invalida x sistema,[],0.0,0.0,0.0,0.0,0.0,0
653,que todo el tiempo grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
654,que siempre hace berrinche y grita para tener lo que quiere,"['berrinche', 'grita']",0.9955584,0.81714904,0.7106982,0.6983599,0.53749305,3
655,que es un nino muy inquieto,"['nino', 'inquieto']",0.8426929,0.6585144,-0.009054467,-0.002640739,5.1751733e-05,3
656,quiere decir que su hermanito grita mucho,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
657,que mi hermano le encanta cantar,"['hermano', 'encanta', 'cantar']",-0.043471813,-0.086061746,-0.003325548,-0.002493143,-0.000725314,3
658,que grita mucho todo el tiempo,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
659,es una ternura,[],0.0,0.0,0.0,0.0,0.0,3
660,por que esta gordito y es muy griton,"['gordito', 'griton']",-0.4661032,0.22764295,0.01846397,1.9162893e-05,-0.00030440092,3
661,por que son muy ruidosos.,['ruidosos'],-0.6172912,-0.10598782,0.011952506,0.011153471,6.960193e-05,3
662,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
663,que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
664,que el hermanito es muy ruidoso,"['hermanito', 'ruidoso']",0.8879334,0.6884574,0.70070016,0.5228065,0.501174,3
665,mi hermanito me estresa cada bes que grita.,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
666,que su hermanito grita mucho,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
667,que un nino es muy ruidoso,"['nino', 'ruidoso']",0.90604544,0.663669,0.0021679178,0.002424769,0.00060031563,3
668,que mi ermano grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
669,su hermano grita o llora mucho y asi es como la autor@ se refiere a el en el sentido literario,"['hermano', 'grita', 'llora', 'refiere', 'sentido']",0.67708963,0.5440633,0.4107808,0.3530995,0.3323621,3
670,por que siempre grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
671,por que los ninos pequenos por lo regular gritan por todo,"['ninos', 'pequenos', 'gritan']",-0.47538817,-0.17646095,-0.010092862,0.0008094704,-0.00055199116,3
672,q es chillon,['chillon'],-0.25056756,0.35919458,0.19693959,0.07423133,0.0023478149,3
673,que es un bb,[],0.0,0.0,0.0,0.0,0.0,3
674,que siempre grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
675,que mi hermanito grita mucho,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
676,al hermano lo representa como una pelota y el grita mucho,"['hermano', 'representa', 'pelota', 'grita']",0.6499429,0.43125823,0.39926112,0.39117295,0.36076906,3
677,porque el grita mucho o muy fuerte,"['grita', 'fuerte']",0.9955339,0.81271434,0.70530456,0.699852,0.5230107,3
678,que todo el tiempo llora y grita,"['llora', 'grita']",0.99488807,0.83772904,0.5005956,0.50180143,0.50112516,3
679,que su pelota es la mejor,['pelota'],0.5306839,0.04140625,-0.010899864,0.0024032071,0.0011233985,1
680,mi hermano es una persona que grita todo el tiempo,"['hermano', 'persona', 'grita']",0.66886854,0.505454,0.4237279,0.4185616,0.40894145,3
681,es un nino,['nino'],0.9831139,0.693449,-0.0064961687,-4.8987567e-05,0.000355497,2
682,por que grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
683,mi hermanito grita mucho,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,3
684,mi hermano grita demasiado,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
685,que es muy inquieto,['inquieto'],-0.3382483,-0.29818457,-0.039113864,-0.023888778,-0.0002902823,3
686,q asu hermano le gustan los grillos alv,"['hermano', 'gustan', 'grillos']",-0.046664774,-0.08985937,-0.0026238337,-0.0015749186,-0.0019320548,3
687,por que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
688,que mi hermono grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
689,por que es gordo y le gusta cantar,"['gordo', 'gusta', 'cantar']",0.41969338,0.37516892,0.0865572,-0.004084929,-0.0010800939,3
690,quiere decir que su hermano grita mucho,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
691,que grita demasiado,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
692,que mi hermano grita y grita sin parar y sin sentido,"['hermano', 'grita', 'grita', 'parar', 'sentido']",0.8588068,0.6832674,0.63733685,0.63424706,0.5421997,3
693,que los ninos son muy energeticos y tienden a gritar mucho.,"['ninos', 'gritar']",-0.47706443,0.024549864,0.0011996981,0.0035235062,0.00014017802,3
694,osea que su hermano grita mucho,"['osea', 'hermano', 'grita']",0.6622813,0.5090859,0.4996555,0.49211264,0.46038315,3
695,es cuando mi hermano siempre esta llorando o gritando,"['hermano', 'llorando', 'gritando']",-0.09060705,0.028274395,-0.004344657,-0.00023597479,-0.0003411658,2
696,que hace ruido,['ruido'],0.48542637,0.13850747,0.08289279,0.001031524,0.0004960154,2
697,que cada bote que da es un grito de mi hermano,"['grito', 'hermano']",-0.041718215,-0.08477356,-0.0024781376,-9.081885e-05,-0.0003108196,1
698,que su hermano se la pasa gritando,"['hermano', 'pasa', 'gritando']",-0.10881367,0.06279285,-0.001390811,-9.0721995e-05,9.802729e-05,2
699,por siempre mete goles,[],0.0,0.0,0.0,0.0,0.0,1
700,quiere decir mi hermanito todo el tiempo grita,"['hermanito', 'grita']",0.99999994,1.0,1.0,1.0,1.0,2
701,que el hermano se la pasa gritando,"['hermano', 'pasa', 'gritando']",-0.10881367,0.06279285,-0.001390811,-9.0721995e-05,9.802729e-05,2
702,que es muy grito,['grito'],-0.47494823,-0.50581026,-0.0475038,-0.00072923675,-0.00047237455,2
703,que su hermano es una latoso,"['hermano', 'latoso']",-0.041906893,-0.07653359,0.006368302,0.00901483,0.0004931912,1
704,que llega a gritar mucho,['gritar'],-0.4759286,0.06437596,0.0018322729,0.00033505075,0.0011159685,2
705,que es muy gritos,['gritos'],-0.04560846,0.06525315,0.07751672,0.0021490604,0.00087994337,2
706,que mi hermano grita mucho y ase esallar alas personas,"['hermano', 'grita']",0.66490877,0.50910157,0.501273,0.50064725,0.5004216,1
707,q es fastidioso,['fastidioso'],0.66962415,-0.019805968,0.0,0.0,0.0,1
708,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,1
709,ya es grande y grita,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,1
710,que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,1
711,que se la pasa gritando todo el tiempo,"['pasa', 'gritando']",-0.5132432,0.15322389,-0.00015024655,-5.3025782e-05,0.00014897436,2
712,q mi hermana grita,"['hermana', 'grita']",0.9958532,0.81491196,0.70420796,0.6812233,0.5007407,1
713,que mi hermanito es muy griton,"['hermanito', 'griton']",0.17129984,0.49817607,0.49884492,0.49915034,0.49933305,3
714,por que grita mucho,['grita'],0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
715,se refiere a que su hermano es una persona gritona,"['refiere', 'hermano', 'persona', 'gritona']",-0.019538075,-0.07243171,0.0025008451,-0.002284348,-0.00043718517,3
716,quiere decir que los ninos gritan mucho,"['ninos', 'gritan']",-0.47611332,-0.14175798,-0.011657391,0.0009007361,3.2074517e-05,3
717,que es muy la toso,[],0.0,0.0,0.0,0.0,0.0,3
718,que es bien gritano,[],0.0,0.0,0.0,0.0,0.0,3
719,su hermano es un bebe que grita y llora mucho,"['hermano', 'bebe', 'grita', 'llora']",0.67910284,0.5446856,0.40952775,0.3873397,0.35674495,3
